,Name,Rating,Number of Ratings,Longitude,Latitude,neighborhood,restaurant,meal_takeaway,meal_delivery,cafe,food,bakery,Weighted Rating
235,Herfy,3.6,872.0,46.750084,24.7795459,حي جرير,1,0,0,0,1,0,3139.2000000000003
236,KFC,3.5,1825.0,46.76440969999999,24.7327532,حي جرير,1,0,0,0,1,0,6387.5
237,Herfy,3.8,1081.0,46.7975115,24.7809607,حي جرير,1,0,0,0,1,0,4107.8
238,Burger King - Rawdah,3.7,1370.0,46.76226500000001,24.735643,حي جرير,1,0,0,0,1,0,5069.0
239,KFC,3.4,1705.0,46.61225279999999,24.5724179,حي جرير,1,0,0,0,1,0,5797.0
240,فندق ميرا,3.7,1336.0,46.69398469999999,24.7012777,حي الصفا,1,0,0,0,1,0,4943.2
241,مركز ماي كار لصيانة السيارات الاوروبية,3.5,2755.0,46.5764369,24.85175139999999,حي الصفا,1,0,0,0,1,0,9642.5
242,Luthan Hotel and Spa,4.0,423.0,46.6417087,24.7066487,حي الصفا,1,0,0,0,1,0,1692.0
243,Dining Hall,3.0,27.0,46.6196551,24.7209893,حي الصفا,1,0,0,0,1,0,81.0
244,Sushi Yoshi,4.0,1721.0,46.7061255,24.7048211,حي الصفا,1,0,0,0,1,0,6884.0
245,Najd Village,3.9,11310.0,46.70469529999999,24.7426043,حي الصفا,1,0,0,0,1,0,44109.0
246,Wooden Bakery,4.3,10550.0,46.7226815,24.6941192,حي الصفا,1,0,0,0,1,1,45365.0
247,Najd Village,3.8,8468.0,46.66923329999999,24.6976883,حي الصفا,1,0,0,0,1,0,32178.399999999998
248,KFC,3.7,2198.0,46.737091,24.59506409999999,حي الصفا,1,0,0,0,1,0,8132.6
249,McDonald's,3.9,2735.0,46.69138399999999,24.570255,حي الصفا,1,0,0,0,1,0,10666.5
250,Domino's Pizza,3.8,589.0,46.6049938,24.692347,حي الصفا,1,1,1,0,1,0,2238.2
251,Mama Noura,4.3,23691.0,46.70188479999999,24.6916263,حي الصفا,1,0,0,0,1,0,101871.3
252,Burger King - Al Quds,3.6,1707.0,46.740762,24.75733899999999,حي الصفا,1,0,0,0,1,0,6145.2
253,Derati Restaurant,3.7,1331.0,46.58854249999999,24.6368753,حي الصفا,1,0,0,0,1,0,4924.7
254,Kudu - Al Rayyan,3.8,1803.0,46.7889345,24.7092575,حي الصفا,1,1,1,0,1,0,6851.4
255,Dominos,3.8,639.0,46.6240752,24.8105963,حي الصفا,1,1,1,0,1,0,2428.2
256,Derati Restaurants & Kitchens,3.8,994.0,46.66901430000001,24.5881775,حي الصفا,1,0,0,0,1,0,3777.2
257,Hardee's,3.3,827.0,46.6436339,24.6008518,حي الصفا,1,0,0,0,1,0,2729.1
258,KFC,3.5,975.0,46.6441676,24.6004069,حي الصفا,1,0,0,0,1,0,3412.5
259,Kudu - Al Malaz,3.9,1944.0,46.72442909999999,24.6663876,حي الصفا,1,1,1,0,1,0,7581.599999999999
260,Mama Noura,4.1,11464.0,46.6653609,24.5717473,حي الصفا,1,0,0,0,1,0,47002.399999999994
261,قصر الهند,3.8,6168.0,46.75289959999999,24.75744370000001,حي الصفا,1,0,0,0,1,0,23438.399999999998
262,Herfy,3.8,1376.0,46.6983362,24.6940569,حي الصفا,1,0,0,0,1,0,5228.8
263,Al Jalab Restaurant,4.3,1543.0,46.6870006,24.7337823,حي الصفا,1,0,0,0,1,0,6634.9
264,Al Romansiah,4.1,8499.0,46.81412389999999,24.7587183,حي الصفا,1,0,0,0,1,0,34845.899999999994
265,Al Nafoura Restaurant,3.3,1007.0,46.6251475,24.5884052,حي الصفا,1,0,0,0,1,0,3323.1
266,Diet Center - دايت سنتر,4.1,74.0,46.784153,24.681048,حي الصفا,1,0,0,0,1,0,303.4
267,KFC,3.6,1452.0,46.7923858,24.6840264,حي الصفا,1,0,0,0,1,0,5227.2
268,Herfy,3.7,380.0,46.6575254,24.7559561,حي الصفا,1,0,0,0,1,0,1406.0
269,Kudu - Al Seteen Palace,3.9,2399.0,46.7231741,24.6905735,حي الصفا,1,1,1,0,1,0,9356.1
270,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,3.7,649.0,46.6625465,24.7579306,حي الصفا,1,0,1,0,1,0,2401.3
271,Al Saudi Restaurant,3.9,4618.0,46.70311350000001,24.6957429,حي الصفا,1,0,0,0,1,0,18010.2
272,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,3.9,790.0,46.63085969999999,24.5802744,حي الصفا,1,0,1,0,1,0,3081.0
273,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,3.9,719.0,46.65586740000001,24.7247857,حي الصفا,1,0,1,0,1,0,2804.1
274,Burger King - Bin Turkey,3.7,681.0,46.619087,24.746228,حي الصفا,1,0,0,0,1,0,2519.7000000000003
275,Burger King - Exit 28,3.8,1294.0,46.6212052,24.5681274,حي الصفا,1,0,0,0,1,0,4917.2
276,KFC,3.6,1311.0,46.713719,24.6382089,حي الصفا,1,0,0,0,1,0,4719.6
277,TOKYO,4.3,7203.0,46.68670509999999,24.7181459,حي الصفا,1,0,0,0,1,0,30972.899999999998
278,Sheikh Al-Mandi Restaurant,3.5,2022.0,46.70186499999999,24.693749,حي الصفا,1,0,0,0,1,0,7077.0
279,Kudu - Al Wurud,4.0,1024.0,46.6758245,24.7322926,حي الصفا,1,1,1,0,1,0,4096.0
280,Al Romansiah,4.2,9584.0,46.7069578,24.5620929,حي الصفا,1,0,0,0,1,0,40252.8
281,Subway,3.7,452.0,46.7834343,24.7289012,حي الصفا,1,0,0,0,1,0,1672.4
282,Herfy,3.8,896.0,46.6736126,24.7609124,حي الصفا,1,0,0,0,1,0,3404.7999999999997
283,برجر كاسل,4.1,1057.0,46.6345087,24.714561,حي الصفا,1,0,0,0,1,0,4333.7
284,وايت قاردن,4.2,4534.0,46.6836945,24.6943084,حي الصفا,1,0,0,0,1,0,19042.8
285,Al Tazaj,3.6,4796.0,46.6443952,24.6002206,حي الصفا,1,0,0,0,1,0,17265.600000000002
286,McDonald's,3.7,2042.0,46.640038,24.598766,حي الصفا,1,0,0,0,1,0,7555.400000000001
287,Subway,3.8,341.0,46.65607869999999,24.608878,حي الصفا,1,0,0,0,1,0,1295.8
288,McDonald's,3.9,3568.0,46.794646,24.713222,حي الصفا,1,0,0,0,1,0,13915.199999999999
289,KFC,3.8,1219.0,46.6889225,24.62540690000001,حي الصفا,1,0,0,0,1,0,4632.2
290,Herfy,3.5,746.0,46.675,24.6755556,حي الصفا,1,0,0,0,1,0,2611.0
291,Fairmont Riyadh,4.7,5105.0,46.7182893,24.8082207,حي الصفا,1,0,0,0,1,0,23993.5
292,Burger King - Exit 8 Dammam Rd,3.7,1210.0,46.743149,24.800591,حي الصفا,1,0,0,0,1,0,4477.0
293,Al Romansiah Restaurant - Al Nasseem District,4.2,8154.0,46.81462699999999,24.7335149,حي الصفا,1,0,0,0,1,0,34246.8
294,Al Romansiah,4.2,9460.0,46.792399,24.695811,حي الصفا,1,0,0,0,1,0,39732.0
295,KFC,3.5,1825.0,46.76440969999999,24.7327532,حي الصفا,1,0,0,0,1,0,6387.5
296,Herfy,3.6,872.0,46.750084,24.7795459,حي الصفا,1,0,0,0,1,0,3139.2000000000003
297,Herfy,3.8,1081.0,46.7975115,24.7809607,حي الصفا,1,0,0,0,1,0,4107.8
298,Burger King - Rawdah,3.7,1370.0,46.76226500000001,24.735643,حي الصفا,1,0,0,0,1,0,5069.0
299,KFC,3.4,1705.0,46.61225279999999,24.5724179,حي الصفا,1,0,0,0,1,0,5797.0
300,فندق ميرا,3.7,1336.0,46.69398469999999,24.7012777,حي العليا,1,0,0,0,1,0,4943.2
301,مركز ماي كار لصيانة السيارات الاوروبية,3.5,2755.0,46.5764369,24.85175139999999,حي العليا,1,0,0,0,1,0,9642.5
302,Luthan Hotel and Spa,4.0,423.0,46.6417087,24.7066487,حي العليا,1,0,0,0,1,0,1692.0
303,Dining Hall,3.0,27.0,46.6196551,24.7209893,حي العليا,1,0,0,0,1,0,81.0
304,Sushi Yoshi,4.0,1721.0,46.7061255,24.7048211,حي العليا,1,0,0,0,1,0,6884.0
305,Najd Village,3.9,11310.0,46.70469529999999,24.7426043,حي العليا,1,0,0,0,1,0,44109.0
306,Wooden Bakery,4.3,10550.0,46.7226815,24.6941192,حي العليا,1,0,0,0,1,1,45365.0
307,Najd Village,3.8,8468.0,46.66923329999999,24.6976883,حي العليا,1,0,0,0,1,0,32178.399999999998
308,KFC,3.7,2198.0,46.737091,24.59506409999999,حي العليا,1,0,0,0,1,0,8132.6
309,McDonald's,3.9,2735.0,46.69138399999999,24.570255,حي العليا,1,0,0,0,1,0,10666.5
310,Domino's Pizza,3.8,589.0,46.6049938,24.692347,حي العليا,1,1,1,0,1,0,2238.2
311,Mama Noura,4.3,23691.0,46.70188479999999,24.6916263,حي العليا,1,0,0,0,1,0,101871.3
312,Burger King - Al Quds,3.6,1707.0,46.740762,24.75733899999999,حي العليا,1,0,0,0,1,0,6145.2
313,Derati Restaurant,3.7,1331.0,46.58854249999999,24.6368753,حي العليا,1,0,0,0,1,0,4924.7
314,Kudu - Al Rayyan,3.8,1803.0,46.7889345,24.7092575,حي العليا,1,1,1,0,1,0,6851.4
315,Dominos,3.8,639.0,46.6240752,24.8105963,حي العليا,1,1,1,0,1,0,2428.2
316,Derati Restaurants & Kitchens,3.8,994.0,46.66901430000001,24.5881775,حي العليا,1,0,0,0,1,0,3777.2
317,Hardee's,3.3,827.0,46.6436339,24.6008518,حي العليا,1,0,0,0,1,0,2729.1
318,KFC,3.5,975.0,46.6441676,24.6004069,حي العليا,1,0,0,0,1,0,3412.5
319,Kudu - Al Malaz,3.9,1944.0,46.72442909999999,24.6663876,حي العليا,1,1,1,0,1,0,7581.599999999999
320,Mama Noura,4.1,11464.0,46.6653609,24.5717473,حي العليا,1,0,0,0,1,0,47002.399999999994
321,قصر الهند,3.8,6168.0,46.75289959999999,24.75744370000001,حي العليا,1,0,0,0,1,0,23438.399999999998
322,Herfy,3.8,1376.0,46.6983362,24.6940569,حي العليا,1,0,0,0,1,0,5228.8
323,Al Jalab Restaurant,4.3,1543.0,46.6870006,24.7337823,حي العليا,1,0,0,0,1,0,6634.9
324,Al Romansiah,4.1,8499.0,46.81412389999999,24.7587183,حي العليا,1,0,0,0,1,0,34845.899999999994
325,Al Nafoura Restaurant,3.3,1007.0,46.6251475,24.5884052,حي العليا,1,0,0,0,1,0,3323.1
326,Herfy,3.7,380.0,46.6575254,24.7559561,حي العليا,1,0,0,0,1,0,1406.0
327,Diet Center - دايت سنتر,4.1,74.0,46.784153,24.681048,حي العليا,1,0,0,0,1,0,303.4
328,KFC,3.6,1452.0,46.7923858,24.6840264,حي العليا,1,0,0,0,1,0,5227.2
329,Kudu - Al Seteen Palace,3.9,2399.0,46.7231741,24.6905735,حي العليا,1,1,1,0,1,0,9356.1
330,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,3.7,649.0,46.6625465,24.7579306,حي العليا,1,0,1,0,1,0,2401.3
331,Al Saudi Restaurant,3.9,4618.0,46.70311350000001,24.6957429,حي العليا,1,0,0,0,1,0,18010.2
332,Burger King - Bin Turkey,3.7,681.0,46.619087,24.746228,حي العليا,1,0,0,0,1,0,2519.7000000000003
333,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,3.9,790.0,46.63085969999999,24.5802744,حي العليا,1,0,1,0,1,0,3081.0
334,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,3.9,719.0,46.65586740000001,24.7247857,حي العليا,1,0,1,0,1,0,2804.1
335,Burger King - Exit 28,3.8,1294.0,46.6212052,24.5681274,حي العليا,1,0,0,0,1,0,4917.2
336,KFC,3.6,1311.0,46.713719,24.6382089,حي العليا,1,0,0,0,1,0,4719.6
337,TOKYO,4.3,7203.0,46.68670509999999,24.7181459,حي العليا,1,0,0,0,1,0,30972.899999999998
338,Kudu - Al Wurud,4.0,1024.0,46.6758245,24.7322926,حي العليا,1,1,1,0,1,0,4096.0
339,Sheikh Al-Mandi Restaurant,3.5,2022.0,46.70186499999999,24.693749,حي العليا,1,0,0,0,1,0,7077.0
340,Al Romansiah,4.2,9584.0,46.7069578,24.5620929,حي العليا,1,0,0,0,1,0,40252.8
341,Herfy,3.8,896.0,46.6736126,24.7609124,حي العليا,1,0,0,0,1,0,3404.7999999999997
342,Subway,3.7,452.0,46.7834343,24.7289012,حي العليا,1,0,0,0,1,0,1672.4
343,برجر كاسل,4.1,1057.0,46.6345087,24.714561,حي العليا,1,0,0,0,1,0,4333.7
344,وايت قاردن,4.2,4534.0,46.6836945,24.6943084,حي العليا,1,0,0,0,1,0,19042.8
345,Al Tazaj,3.6,4796.0,46.6443952,24.6002206,حي العليا,1,0,0,0,1,0,17265.600000000002
346,McDonald's,3.7,2042.0,46.640038,24.598766,حي العليا,1,0,0,0,1,0,7555.400000000001
347,Subway,3.8,341.0,46.65607869999999,24.608878,حي العليا,1,0,0,0,1,0,1295.8
348,McDonald's,3.9,3568.0,46.794646,24.713222,حي العليا,1,0,0,0,1,0,13915.199999999999
349,Herfy,3.5,746.0,46.675,24.6755556,حي العليا,1,0,0,0,1,0,2611.0
350,KFC,3.8,1219.0,46.6889225,24.62540690000001,حي العليا,1,0,0,0,1,0,4632.2
351,Fairmont Riyadh,4.7,5105.0,46.7182893,24.8082207,حي العليا,1,0,0,0,1,0,23993.5
352,Burger King - Exit 8 Dammam Rd,3.7,1210.0,46.743149,24.800591,حي العليا,1,0,0,0,1,0,4477.0
353,Al Romansiah Restaurant - Al Nasseem District,4.2,8154.0,46.81462699999999,24.7335149,حي العليا,1,0,0,0,1,0,34246.8
354,Al Romansiah,4.2,9460.0,46.792399,24.695811,حي العليا,1,0,0,0,1,0,39732.0
355,Herfy,3.6,872.0,46.750084,24.7795459,حي العليا,1,0,0,0,1,0,3139.2000000000003
356,KFC,3.5,1825.0,46.76440969999999,24.7327532,حي العليا,1,0,0,0,1,0,6387.5
357,Herfy,3.8,1081.0,46.7975115,24.7809607,حي العليا,1,0,0,0,1,0,4107.8
358,Burger King - Rawdah,3.7,1370.0,46.76226500000001,24.735643,حي العليا,1,0,0,0,1,0,5069.0
359,KFC,3.4,1705.0,46.61225279999999,24.5724179,حي العليا,1,0,0,0,1,0,5797.0
360,مطعم نيوم,3.3,143.0,44.78612469999999,23.7759254,حي السليمانية,1,0,0,0,1,0,471.9
361,بوفية الرفقة,3.2,18.0,44.7895881,23.777253,حي السليمانية,1,0,0,0,1,0,57.6
362,بوفية خفايف,3.2,33.0,44.7906072,23.7775033,حي السليمانية,1,0,0,0,1,0,105.60000000000001
363,بوفية السلاطين,3.0,2.0,44.7934042,23.7756079,حي السليمانية,1,0,0,0,1,0,6.0
364,مطعم سما دبي,4.1,29.0,44.7936741,23.77585850000001,حي السليمانية,1,0,0,0,1,0,118.89999999999999
366,مطعم كشمير البخاري,3.6,219.0,44.7641041,23.7631921,حي السليمانية,1,0,0,0,1,0,788.4
367,ركن الكنافة,4.1,41.0,44.7624435,23.7626758,حي السليمانية,1,0,0,0,1,0,168.1
368,بوفيه خبزه وحمسات,4.4,5.0,44.76429819999999,23.76112909999999,حي السليمانية,1,0,0,0,1,0,22.0
369,بوفية اسماء العتيبي,5.0,1.0,44.762651,23.76212300000001,حي السليمانية,1,0,0,0,1,0,5.0
370,شكوكلاته الذائبة,4.6,13.0,44.7617595,23.7627612,حي السليمانية,1,0,0,0,1,0,59.8
371,بوفية الاريج,5.0,2.0,44.7625571,23.762104,حي السليمانية,1,0,0,0,1,0,10.0
372,بوفية فول فلافل لتقديم الوجبات,3.7,45.0,44.7623999,23.7620677,حي السليمانية,1,0,0,0,1,0,166.5
373,Kerala hotel,3.9,8.0,44.7642932,23.7600403,حي السليمانية,1,0,0,0,1,0,31.2
374,حلاالطازج للعصائر,3.5,2.0,44.7617196,23.7617327,حي السليمانية,1,0,0,0,1,0,7.0
375,سربستوني,4.7,47.0,44.76253510000001,23.7610696,حي السليمانية,1,0,0,0,1,0,220.9
377,بوفية الشباب,3.0,17.0,44.76226339999999,23.7610069,حي السليمانية,1,0,0,0,1,0,51.0
379,فوال و مطبق نورة,5.0,3.0,44.7620616,23.759976,حي السليمانية,1,0,0,0,1,0,15.0
380,معصوب الراقي,4.7,6.0,44.7628417,23.75937829999999,حي السليمانية,1,0,0,0,1,0,28.200000000000003
381,مطعم معصوب ملكي,5.0,1.0,44.7628344,23.7593272,حي السليمانية,1,0,0,0,1,0,5.0
383,بوفية البكري,3.7,3.0,44.7627023,23.7593094,حي السليمانية,1,0,0,0,1,0,11.100000000000001
384,بوفية كبده طازج,3.8,24.0,44.7621866,23.75964789999999,حي السليمانية,1,0,0,0,1,0,91.19999999999999
385,مذاق الدجاج للوجبات السريعة,3.7,226.0,44.7614997,23.7599655,حي السليمانية,1,0,0,0,1,0,836.2
386,مطاعم ومطابخ المذاق المثلوثه,3.7,330.0,44.7624046,23.7592293,حي السليمانية,1,0,0,0,1,0,1221.0
387,مطعم الحديقة,3.3,186.0,44.7603125,23.7608125,حي السليمانية,1,0,0,0,1,0,613.8
388,مطعم فلافل العرض,4.0,2.0,44.7613134,23.7600066,حي السليمانية,1,0,0,0,1,0,8.0
389,Burger Roma,3.5,168.0,44.7621495,23.7591719,حي السليمانية,1,0,0,0,1,0,588.0
390,Bait ul bokhari,3.7,7.0,44.76190800000001,23.7591385,حي السليمانية,1,0,0,0,1,0,25.900000000000002
392,محل لذيذ للايسكريم,4.4,13.0,44.7591594,23.7608173,حي السليمانية,1,0,0,0,1,0,57.2
393,مطاعم قلعة الفرسان لتقديم الوجبات,3.6,96.0,44.7002085,23.74173039999999,حي السليمانية,1,0,0,0,1,0,345.6
394,بوفيه السلاطين,4.0,1.0,44.70037479999999,23.740488,حي السليمانية,1,0,0,0,1,0,4.0
395,مطعم الهاجري,3.3,105.0,44.88456040000001,23.7979441,حي السليمانية,1,0,0,0,1,0,346.5
396,Pakistani Restaurant مطعم باكستاني,5.0,1.0,44.6888711,23.7332642,حي السليمانية,1,0,0,0,1,0,5.0
397,Pakistan Swat Restaurant,2.4,25.0,44.89412889999999,23.7994914,حي السليمانية,1,0,0,0,1,0,60.0
398,مطعم بخاري,2.9,14.0,44.8941168,23.7996792,حي السليمانية,1,0,0,0,1,0,40.6
399,بوفيه زنجر,4.9,7.0,44.8943793,23.799645,حي السليمانية,1,0,0,0,1,0,34.300000000000004
401,بوفيه السلاطين,5.0,1.0,44.6771425,23.7117484,حي السليمانية,1,0,0,0,1,0,5.0
402,بوفية شعبيات العسلي,5.0,1.0,44.6704319,23.7185517,حي السليمانية,1,0,0,0,1,0,5.0
403,Pakistani Hotel,4.1,49.0,44.6546327,23.7216409,حي السليمانية,1,0,0,0,1,0,200.89999999999998
404,مطعم فامبا,4.1,15.0,44.651542,23.7229757,حي السليمانية,1,0,0,0,1,0,61.49999999999999
405,محطة العمودي,5.0,1.0,44.651561,23.7224327,حي السليمانية,1,0,0,0,1,0,5.0
406,مطبخ سنام الحديث,5.0,3.0,44.74805189999999,23.6502364,حي السليمانية,1,0,0,0,1,0,15.0
407,بوفيه توت وعنب,4.3,6.0,44.6219155,23.7106265,حي السليمانية,1,0,0,0,1,0,25.799999999999997
408,مطعم البراك,4.1,879.0,44.62115070000001,23.7107232,حي السليمانية,1,0,0,0,1,0,3603.8999999999996
409,Mazaq Pakistani Hotel,5.0,1.0,44.5919455,23.6992381,حي السليمانية,1,0,0,0,1,0,5.0
410,مطعم البخاري الباكستاني,3.4,1155.0,44.9928682,23.8496622,حي السليمانية,1,0,0,0,1,0,3927.0
411,مخيم افطارصايم جمعيه عروي الخيريه,5.0,1.0,44.6106791,23.9160373,حي السليمانية,1,0,0,0,1,0,5.0
412,Pakistani hotel,4.3,102.0,44.9946782,23.8480557,حي السليمانية,1,0,0,0,1,0,438.59999999999997
413,Camp Messhall,3.8,5.0,45.0609901,23.7838261,حي السليمانية,1,0,0,0,1,0,19.0
414,Restaurant and Buffet Arabism,4.5,16.0,44.9519218,23.9884014,حي السليمانية,1,0,0,0,1,0,72.0
415,مطعم السحاب,1.8,5.0,44.9504613,23.9900549,حي السليمانية,1,0,0,0,1,0,9.0
417,مقرمشات فيصل دعكيك,3.0,4.0,45.0791527,23.885914,حي السليمانية,1,0,0,0,1,0,12.0
418,Peshawari hotel,4.0,1.0,45.079162,23.885942,حي السليمانية,1,0,0,0,1,0,4.0
480,فندق ميرا,3.7,1336.0,46.69398469999999,24.7012777,حي المرسلات,1,0,0,0,1,0,4943.2
481,مركز ماي كار لصيانة السيارات الاوروبية,3.5,2755.0,46.5764369,24.85175139999999,حي المرسلات,1,0,0,0,1,0,9642.5
482,Luthan Hotel and Spa,4.0,423.0,46.6417087,24.7066487,حي المرسلات,1,0,0,0,1,0,1692.0
483,Dining Hall,3.0,27.0,46.6196551,24.7209893,حي المرسلات,1,0,0,0,1,0,81.0
484,Sushi Yoshi,4.0,1721.0,46.7061255,24.7048211,حي المرسلات,1,0,0,0,1,0,6884.0
485,Najd Village,3.9,11310.0,46.70469529999999,24.7426043,حي المرسلات,1,0,0,0,1,0,44109.0
486,Wooden Bakery,4.3,10550.0,46.7226815,24.6941192,حي المرسلات,1,0,0,0,1,1,45365.0
487,Najd Village,3.8,8468.0,46.66923329999999,24.6976883,حي المرسلات,1,0,0,0,1,0,32178.399999999998
488,KFC,3.7,2198.0,46.737091,24.59506409999999,حي المرسلات,1,0,0,0,1,0,8132.6
489,McDonald's,3.9,2735.0,46.69138399999999,24.570255,حي المرسلات,1,0,0,0,1,0,10666.5
490,Domino's Pizza,3.8,589.0,46.6049938,24.692347,حي المرسلات,1,1,1,0,1,0,2238.2
491,Mama Noura,4.3,23691.0,46.70188479999999,24.6916263,حي المرسلات,1,0,0,0,1,0,101871.3
492,Burger King - Al Quds,3.6,1707.0,46.740762,24.75733899999999,حي المرسلات,1,0,0,0,1,0,6145.2
493,Derati Restaurant,3.7,1331.0,46.58854249999999,24.6368753,حي المرسلات,1,0,0,0,1,0,4924.7
494,Kudu - Al Rayyan,3.8,1803.0,46.7889345,24.7092575,حي المرسلات,1,1,1,0,1,0,6851.4
495,Dominos,3.8,639.0,46.6240752,24.8105963,حي المرسلات,1,1,1,0,1,0,2428.2
496,Derati Restaurants & Kitchens,3.8,994.0,46.66901430000001,24.5881775,حي المرسلات,1,0,0,0,1,0,3777.2
497,Hardee's,3.3,827.0,46.6436339,24.6008518,حي المرسلات,1,0,0,0,1,0,2729.1
498,KFC,3.5,975.0,46.6441676,24.6004069,حي المرسلات,1,0,0,0,1,0,3412.5
499,Kudu - Al Malaz,3.9,1944.0,46.72442909999999,24.6663876,حي المرسلات,1,1,1,0,1,0,7581.599999999999
500,Mama Noura,4.1,11464.0,46.6653609,24.5717473,حي المرسلات,1,0,0,0,1,0,47002.399999999994
501,قصر الهند,3.8,6168.0,46.75289959999999,24.75744370000001,حي المرسلات,1,0,0,0,1,0,23438.399999999998
502,Herfy,3.8,1376.0,46.6983362,24.6940569,حي المرسلات,1,0,0,0,1,0,5228.8
503,Al Jalab Restaurant,4.3,1543.0,46.6870006,24.7337823,حي المرسلات,1,0,0,0,1,0,6634.9
504,Al Romansiah,4.1,8499.0,46.81412389999999,24.7587183,حي المرسلات,1,0,0,0,1,0,34845.899999999994
505,Herfy,3.7,380.0,46.6575254,24.7559561,حي المرسلات,1,0,0,0,1,0,1406.0
506,Al Nafoura Restaurant,3.3,1007.0,46.6251475,24.5884052,حي المرسلات,1,0,0,0,1,0,3323.1
507,Diet Center - دايت سنتر,4.1,74.0,46.784153,24.681048,حي المرسلات,1,0,0,0,1,0,303.4
508,KFC,3.6,1452.0,46.7923858,24.6840264,حي المرسلات,1,0,0,0,1,0,5227.2
509,Kudu - Al Seteen Palace,3.9,2399.0,46.7231741,24.6905735,حي المرسلات,1,1,1,0,1,0,9356.1
510,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,3.7,649.0,46.6625465,24.7579306,حي المرسلات,1,0,1,0,1,0,2401.3
511,Al Saudi Restaurant,3.9,4618.0,46.70311350000001,24.6957429,حي المرسلات,1,0,0,0,1,0,18010.2
512,Burger King - Bin Turkey,3.7,681.0,46.619087,24.746228,حي المرسلات,1,0,0,0,1,0,2519.7000000000003
513,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,3.9,719.0,46.65586740000001,24.7247857,حي المرسلات,1,0,1,0,1,0,2804.1
514,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,3.9,790.0,46.63085969999999,24.5802744,حي المرسلات,1,0,1,0,1,0,3081.0
515,KFC,3.6,1311.0,46.713719,24.6382089,حي المرسلات,1,0,0,0,1,0,4719.6
516,TOKYO,4.3,7203.0,46.68670509999999,24.7181459,حي المرسلات,1,0,0,0,1,0,30972.899999999998
517,Burger King - Exit 28,3.8,1294.0,46.6212052,24.5681274,حي المرسلات,1,0,0,0,1,0,4917.2
518,Kudu - Al Wurud,4.0,1024.0,46.6758245,24.7322926,حي المرسلات,1,1,1,0,1,0,4096.0
519,Sheikh Al-Mandi Restaurant,3.5,2022.0,46.70186499999999,24.693749,حي المرسلات,1,0,0,0,1,0,7077.0
520,Herfy,3.8,896.0,46.6736126,24.7609124,حي المرسلات,1,0,0,0,1,0,3404.7999999999997
521,Subway,3.7,452.0,46.7834343,24.7289012,حي المرسلات,1,0,0,0,1,0,1672.4
522,برجر كاسل,4.1,1057.0,46.6345087,24.714561,حي المرسلات,1,0,0,0,1,0,4333.7
523,Al Romansiah,4.2,9584.0,46.7069578,24.5620929,حي المرسلات,1,0,0,0,1,0,40252.8
524,وايت قاردن,4.2,4534.0,46.6836945,24.6943084,حي المرسلات,1,0,0,0,1,0,19042.8
525,Al Tazaj,3.6,4796.0,46.6443952,24.6002206,حي المرسلات,1,0,0,0,1,0,17265.600000000002
526,McDonald's,3.7,2042.0,46.640038,24.598766,حي المرسلات,1,0,0,0,1,0,7555.400000000001
527,McDonald's,3.9,3568.0,46.794646,24.713222,حي المرسلات,1,0,0,0,1,0,13915.199999999999
528,Subway,3.8,341.0,46.65607869999999,24.608878,حي المرسلات,1,0,0,0,1,0,1295.8
529,Herfy,3.5,746.0,46.675,24.6755556,حي المرسلات,1,0,0,0,1,0,2611.0
530,KFC,3.8,1219.0,46.6889225,24.62540690000001,حي المرسلات,1,0,0,0,1,0,4632.2
531,Fairmont Riyadh,4.7,5105.0,46.7182893,24.8082207,حي المرسلات,1,0,0,0,1,0,23993.5
532,Burger King - Exit 8 Dammam Rd,3.7,1210.0,46.743149,24.800591,حي المرسلات,1,0,0,0,1,0,4477.0
533,Al Romansiah Restaurant - Al Nasseem District,4.2,8154.0,46.81462699999999,24.7335149,حي المرسلات,1,0,0,0,1,0,34246.8
534,Herfy,3.6,872.0,46.750084,24.7795459,حي المرسلات,1,0,0,0,1,0,3139.2000000000003
535,Al Romansiah,4.2,9460.0,46.792399,24.695811,حي المرسلات,1,0,0,0,1,0,39732.0
536,KFC,3.5,1825.0,46.76440969999999,24.7327532,حي المرسلات,1,0,0,0,1,0,6387.5
537,Herfy,3.8,1081.0,46.7975115,24.7809607,حي المرسلات,1,0,0,0,1,0,4107.8
538,Burger King - Rawdah,3.7,1370.0,46.76226500000001,24.735643,حي المرسلات,1,0,0,0,1,0,5069.0
539,KFC,3.8,2246.0,46.6647609,24.7045778,حي المرسلات,1,0,0,0,1,0,8534.8
540,فندق ميرا,3.7,1336.0,46.69398469999999,24.7012777,حي الزدهار,1,0,0,0,1,0,4943.2
