,Name,Rating,Number of Ratings,Longitude,Latitude,neighborhood,restaurant,meal_takeaway,meal_delivery,cafe,food,bakery,Weighted Rating
541,مركز ماي كار لصيانة السيارات الاوروبية,3.5,2755.0,46.5764369,24.85175139999999,حي الزدهار,1,0,0,0,1,0,9642.5
542,Luthan Hotel and Spa,4.0,423.0,46.6417087,24.7066487,حي الزدهار,1,0,0,0,1,0,1692.0
543,Dining Hall,3.0,27.0,46.6196551,24.7209893,حي الزدهار,1,0,0,0,1,0,81.0
544,Sushi Yoshi,4.0,1721.0,46.7061255,24.7048211,حي الزدهار,1,0,0,0,1,0,6884.0
545,Najd Village,3.9,11310.0,46.70469529999999,24.7426043,حي الزدهار,1,0,0,0,1,0,44109.0
546,Wooden Bakery,4.3,10550.0,46.7226815,24.6941192,حي الزدهار,1,0,0,0,1,1,45365.0
547,Najd Village,3.8,8468.0,46.66923329999999,24.6976883,حي الزدهار,1,0,0,0,1,0,32178.399999999998
548,KFC,3.7,2198.0,46.737091,24.59506409999999,حي الزدهار,1,0,0,0,1,0,8132.6
549,McDonald's,3.9,2735.0,46.69138399999999,24.570255,حي الزدهار,1,0,0,0,1,0,10666.5
550,Domino's Pizza,3.8,589.0,46.6049938,24.692347,حي الزدهار,1,1,1,0,1,0,2238.2
551,Mama Noura,4.3,23691.0,46.70188479999999,24.6916263,حي الزدهار,1,0,0,0,1,0,101871.3
552,Burger King - Al Quds,3.6,1707.0,46.740762,24.75733899999999,حي الزدهار,1,0,0,0,1,0,6145.2
553,Derati Restaurant,3.7,1331.0,46.58854249999999,24.6368753,حي الزدهار,1,0,0,0,1,0,4924.7
554,Kudu - Al Rayyan,3.8,1803.0,46.7889345,24.7092575,حي الزدهار,1,1,1,0,1,0,6851.4
555,Dominos,3.8,639.0,46.6240752,24.8105963,حي الزدهار,1,1,1,0,1,0,2428.2
556,Derati Restaurants & Kitchens,3.8,994.0,46.66901430000001,24.5881775,حي الزدهار,1,0,0,0,1,0,3777.2
557,Hardee's,3.3,827.0,46.6436339,24.6008518,حي الزدهار,1,0,0,0,1,0,2729.1
558,KFC,3.5,975.0,46.6441676,24.6004069,حي الزدهار,1,0,0,0,1,0,3412.5
559,Kudu - Al Malaz,3.9,1944.0,46.72442909999999,24.6663876,حي الزدهار,1,1,1,0,1,0,7581.599999999999
560,Mama Noura,4.1,11464.0,46.6653609,24.5717473,حي الزدهار,1,0,0,0,1,0,47002.399999999994
561,قصر الهند,3.8,6168.0,46.75289959999999,24.75744370000001,حي الزدهار,1,0,0,0,1,0,23438.399999999998
562,Herfy,3.8,1376.0,46.6983362,24.6940569,حي الزدهار,1,0,0,0,1,0,5228.8
563,Al Jalab Restaurant,4.3,1543.0,46.6870006,24.7337823,حي الزدهار,1,0,0,0,1,0,6634.9
564,Al Romansiah,4.1,8499.0,46.81412389999999,24.7587183,حي الزدهار,1,0,0,0,1,0,34845.899999999994
565,Herfy,3.7,380.0,46.6575254,24.7559561,حي الزدهار,1,0,0,0,1,0,1406.0
566,Diet Center - دايت سنتر,4.1,74.0,46.784153,24.681048,حي الزدهار,1,0,0,0,1,0,303.4
567,KFC,3.6,1452.0,46.7923858,24.6840264,حي الزدهار,1,0,0,0,1,0,5227.2
568,Kudu - Al Seteen Palace,3.9,2399.0,46.7231741,24.6905735,حي الزدهار,1,1,1,0,1,0,9356.1
569,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,3.7,649.0,46.6625465,24.7579306,حي الزدهار,1,0,1,0,1,0,2401.3
570,Al Nafoura Restaurant,3.3,1007.0,46.6251475,24.5884052,حي الزدهار,1,0,0,0,1,0,3323.1
571,Al Saudi Restaurant,3.9,4618.0,46.70311350000001,24.6957429,حي الزدهار,1,0,0,0,1,0,18010.2
572,Burger King - Bin Turkey,3.7,681.0,46.619087,24.746228,حي الزدهار,1,0,0,0,1,0,2519.7000000000003
573,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,3.9,719.0,46.65586740000001,24.7247857,حي الزدهار,1,0,1,0,1,0,2804.1
574,KFC,3.6,1311.0,46.713719,24.6382089,حي الزدهار,1,0,0,0,1,0,4719.6
575,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,3.9,790.0,46.63085969999999,24.5802744,حي الزدهار,1,0,1,0,1,0,3081.0
576,TOKYO,4.3,7203.0,46.68670509999999,24.7181459,حي الزدهار,1,0,0,0,1,0,30972.899999999998
577,Kudu - Al Wurud,4.0,1024.0,46.6758245,24.7322926,حي الزدهار,1,1,1,0,1,0,4096.0
578,Sheikh Al-Mandi Restaurant,3.5,2022.0,46.70186499999999,24.693749,حي الزدهار,1,0,0,0,1,0,7077.0
579,Burger King - Exit 28,3.8,1294.0,46.6212052,24.5681274,حي الزدهار,1,0,0,0,1,0,4917.2
580,Herfy,3.8,896.0,46.6736126,24.7609124,حي الزدهار,1,0,0,0,1,0,3404.7999999999997
581,Subway,3.7,452.0,46.7834343,24.7289012,حي الزدهار,1,0,0,0,1,0,1672.4
582,برجر كاسل,4.1,1057.0,46.6345087,24.714561,حي الزدهار,1,0,0,0,1,0,4333.7
583,Al Romansiah,4.2,9584.0,46.7069578,24.5620929,حي الزدهار,1,0,0,0,1,0,40252.8
584,وايت قاردن,4.2,4534.0,46.6836945,24.6943084,حي الزدهار,1,0,0,0,1,0,19042.8
585,Al Tazaj,3.6,4796.0,46.6443952,24.6002206,حي الزدهار,1,0,0,0,1,0,17265.600000000002
586,McDonald's,3.7,2042.0,46.640038,24.598766,حي الزدهار,1,0,0,0,1,0,7555.400000000001
587,McDonald's,3.9,3568.0,46.794646,24.713222,حي الزدهار,1,0,0,0,1,0,13915.199999999999
588,Subway,3.8,341.0,46.65607869999999,24.608878,حي الزدهار,1,0,0,0,1,0,1295.8
589,Herfy,3.5,746.0,46.675,24.6755556,حي الزدهار,1,0,0,0,1,0,2611.0
590,Fairmont Riyadh,4.7,5105.0,46.7182893,24.8082207,حي الزدهار,1,0,0,0,1,0,23993.5
591,KFC,3.8,1219.0,46.6889225,24.62540690000001,حي الزدهار,1,0,0,0,1,0,4632.2
592,Burger King - Exit 8 Dammam Rd,3.7,1210.0,46.743149,24.800591,حي الزدهار,1,0,0,0,1,0,4477.0
593,Al Romansiah Restaurant - Al Nasseem District,4.2,8154.0,46.81462699999999,24.7335149,حي الزدهار,1,0,0,0,1,0,34246.8
594,Herfy,3.6,872.0,46.750084,24.7795459,حي الزدهار,1,0,0,0,1,0,3139.2000000000003
595,Al Romansiah,4.2,9460.0,46.792399,24.695811,حي الزدهار,1,0,0,0,1,0,39732.0
596,Herfy,3.8,1081.0,46.7975115,24.7809607,حي الزدهار,1,0,0,0,1,0,4107.8
597,KFC,3.5,1825.0,46.76440969999999,24.7327532,حي الزدهار,1,0,0,0,1,0,6387.5
598,Burger King - Rawdah,3.7,1370.0,46.76226500000001,24.735643,حي الزدهار,1,0,0,0,1,0,5069.0
599,KFC,3.8,2246.0,46.6647609,24.7045778,حي الزدهار,1,0,0,0,1,0,8534.8
600,فندق ميرا,3.7,1336.0,46.69398469999999,24.7012777,حي الياسمين,1,0,0,0,1,0,4943.2
601,مركز ماي كار لصيانة السيارات الاوروبية,3.5,2755.0,46.5764369,24.85175139999999,حي الياسمين,1,0,0,0,1,0,9642.5
602,Luthan Hotel and Spa,4.0,423.0,46.6417087,24.7066487,حي الياسمين,1,0,0,0,1,0,1692.0
603,Dining Hall,3.0,27.0,46.6196551,24.7209893,حي الياسمين,1,0,0,0,1,0,81.0
604,Sushi Yoshi,4.0,1721.0,46.7061255,24.7048211,حي الياسمين,1,0,0,0,1,0,6884.0
605,Najd Village,3.9,11310.0,46.70469529999999,24.7426043,حي الياسمين,1,0,0,0,1,0,44109.0
606,Wooden Bakery,4.3,10550.0,46.7226815,24.6941192,حي الياسمين,1,0,0,0,1,1,45365.0
607,Najd Village,3.8,8468.0,46.66923329999999,24.6976883,حي الياسمين,1,0,0,0,1,0,32178.399999999998
608,KFC,3.7,2198.0,46.737091,24.59506409999999,حي الياسمين,1,0,0,0,1,0,8132.6
609,McDonald's,3.9,2735.0,46.69138399999999,24.570255,حي الياسمين,1,0,0,0,1,0,10666.5
610,Domino's Pizza,3.8,589.0,46.6049938,24.692347,حي الياسمين,1,1,1,0,1,0,2238.2
611,Mama Noura,4.3,23691.0,46.70188479999999,24.6916263,حي الياسمين,1,0,0,0,1,0,101871.3
612,Burger King - Al Quds,3.6,1707.0,46.740762,24.75733899999999,حي الياسمين,1,0,0,0,1,0,6145.2
613,Derati Restaurant,3.7,1331.0,46.58854249999999,24.6368753,حي الياسمين,1,0,0,0,1,0,4924.7
614,Kudu - Al Rayyan,3.8,1803.0,46.7889345,24.7092575,حي الياسمين,1,1,1,0,1,0,6851.4
615,Dominos,3.8,639.0,46.6240752,24.8105963,حي الياسمين,1,1,1,0,1,0,2428.2
616,Derati Restaurants & Kitchens,3.8,994.0,46.66901430000001,24.5881775,حي الياسمين,1,0,0,0,1,0,3777.2
617,Hardee's,3.3,827.0,46.6436339,24.6008518,حي الياسمين,1,0,0,0,1,0,2729.1
618,KFC,3.5,975.0,46.6441676,24.6004069,حي الياسمين,1,0,0,0,1,0,3412.5
619,Kudu - Al Malaz,3.9,1944.0,46.72442909999999,24.6663876,حي الياسمين,1,1,1,0,1,0,7581.599999999999
620,قصر الهند,3.8,6168.0,46.75289959999999,24.75744370000001,حي الياسمين,1,0,0,0,1,0,23438.399999999998
621,Mama Noura,4.1,11464.0,46.6653609,24.5717473,حي الياسمين,1,0,0,0,1,0,47002.399999999994
622,Herfy,3.8,1376.0,46.6983362,24.6940569,حي الياسمين,1,0,0,0,1,0,5228.8
623,Al Jalab Restaurant,4.3,1543.0,46.6870006,24.7337823,حي الياسمين,1,0,0,0,1,0,6634.9
624,Al Romansiah,4.1,8499.0,46.81412389999999,24.7587183,حي الياسمين,1,0,0,0,1,0,34845.899999999994
625,Herfy,3.7,380.0,46.6575254,24.7559561,حي الياسمين,1,0,0,0,1,0,1406.0
626,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,3.7,649.0,46.6625465,24.7579306,حي الياسمين,1,0,1,0,1,0,2401.3
627,Kudu - Al Seteen Palace,3.9,2399.0,46.7231741,24.6905735,حي الياسمين,1,1,1,0,1,0,9356.1
628,Diet Center - دايت سنتر,4.1,74.0,46.784153,24.681048,حي الياسمين,1,0,0,0,1,0,303.4
629,Burger King - Bin Turkey,3.7,681.0,46.619087,24.746228,حي الياسمين,1,0,0,0,1,0,2519.7000000000003
630,KFC,3.6,1452.0,46.7923858,24.6840264,حي الياسمين,1,0,0,0,1,0,5227.2
631,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,3.9,719.0,46.65586740000001,24.7247857,حي الياسمين,1,0,1,0,1,0,2804.1
632,Al Saudi Restaurant,3.9,4618.0,46.70311350000001,24.6957429,حي الياسمين,1,0,0,0,1,0,18010.2
633,Al Nafoura Restaurant,3.3,1007.0,46.6251475,24.5884052,حي الياسمين,1,0,0,0,1,0,3323.1
634,TOKYO,4.3,7203.0,46.68670509999999,24.7181459,حي الياسمين,1,0,0,0,1,0,30972.899999999998
635,Kudu - Al Wurud,4.0,1024.0,46.6758245,24.7322926,حي الياسمين,1,1,1,0,1,0,4096.0
636,KFC,3.6,1311.0,46.713719,24.6382089,حي الياسمين,1,0,0,0,1,0,4719.6
637,Sheikh Al-Mandi Restaurant,3.5,2022.0,46.70186499999999,24.693749,حي الياسمين,1,0,0,0,1,0,7077.0
638,Herfy,3.8,896.0,46.6736126,24.7609124,حي الياسمين,1,0,0,0,1,0,3404.7999999999997
639,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,3.9,790.0,46.63085969999999,24.5802744,حي الياسمين,1,0,1,0,1,0,3081.0
640,برجر كاسل,4.1,1057.0,46.6345087,24.714561,حي الياسمين,1,0,0,0,1,0,4333.7
641,Subway,3.7,452.0,46.7834343,24.7289012,حي الياسمين,1,0,0,0,1,0,1672.4
642,وايت قاردن,4.2,4534.0,46.6836945,24.6943084,حي الياسمين,1,0,0,0,1,0,19042.8
643,Burger King - Exit 28,3.8,1294.0,46.6212052,24.5681274,حي الياسمين,1,0,0,0,1,0,4917.2
644,Al Tazaj,3.6,4796.0,46.6443952,24.6002206,حي الياسمين,1,0,0,0,1,0,17265.600000000002
645,McDonald's,3.7,2042.0,46.640038,24.598766,حي الياسمين,1,0,0,0,1,0,7555.400000000001
646,McDonald's,3.9,3568.0,46.794646,24.713222,حي الياسمين,1,0,0,0,1,0,13915.199999999999
647,Herfy,3.5,746.0,46.675,24.6755556,حي الياسمين,1,0,0,0,1,0,2611.0
648,Fairmont Riyadh,4.7,5105.0,46.7182893,24.8082207,حي الياسمين,1,0,0,0,1,0,23993.5
649,Subway,3.8,341.0,46.65607869999999,24.608878,حي الياسمين,1,0,0,0,1,0,1295.8
650,Burger King - Exit 8 Dammam Rd,3.7,1210.0,46.743149,24.800591,حي الياسمين,1,0,0,0,1,0,4477.0
651,Al Romansiah,4.2,9584.0,46.7069578,24.5620929,حي الياسمين,1,0,0,0,1,0,40252.8
652,KFC,3.8,1219.0,46.6889225,24.62540690000001,حي الياسمين,1,0,0,0,1,0,4632.2
653,Herfy,3.6,872.0,46.750084,24.7795459,حي الياسمين,1,0,0,0,1,0,3139.2000000000003
654,Al Romansiah Restaurant - Al Nasseem District,4.2,8154.0,46.81462699999999,24.7335149,حي الياسمين,1,0,0,0,1,0,34246.8
655,KFC,3.5,1825.0,46.76440969999999,24.7327532,حي الياسمين,1,0,0,0,1,0,6387.5
656,Herfy,3.8,1081.0,46.7975115,24.7809607,حي الياسمين,1,0,0,0,1,0,4107.8
657,Burger King - Rawdah,3.7,1370.0,46.76226500000001,24.735643,حي الياسمين,1,0,0,0,1,0,5069.0
658,KFC,3.8,2246.0,46.6647609,24.7045778,حي الياسمين,1,0,0,0,1,0,8534.8
659,Pizza Era,3.9,401.0,46.6423155,24.8200347,حي الياسمين,1,0,0,0,1,0,1563.8999999999999
660,فندق ميرا,3.7,1336.0,46.69398469999999,24.7012777,حي الندى,1,0,0,0,1,0,4943.2
661,مركز ماي كار لصيانة السيارات الاوروبية,3.5,2755.0,46.5764369,24.85175139999999,حي الندى,1,0,0,0,1,0,9642.5
662,Luthan Hotel and Spa,4.0,423.0,46.6417087,24.7066487,حي الندى,1,0,0,0,1,0,1692.0
663,Dining Hall,3.0,27.0,46.6196551,24.7209893,حي الندى,1,0,0,0,1,0,81.0
664,Sushi Yoshi,4.0,1721.0,46.7061255,24.7048211,حي الندى,1,0,0,0,1,0,6884.0
665,Najd Village,3.9,11310.0,46.70469529999999,24.7426043,حي الندى,1,0,0,0,1,0,44109.0
666,Wooden Bakery,4.3,10550.0,46.7226815,24.6941192,حي الندى,1,0,0,0,1,1,45365.0
667,Najd Village,3.8,8468.0,46.66923329999999,24.6976883,حي الندى,1,0,0,0,1,0,32178.399999999998
668,KFC,3.7,2198.0,46.737091,24.59506409999999,حي الندى,1,0,0,0,1,0,8132.6
669,McDonald's,3.9,2735.0,46.69138399999999,24.570255,حي الندى,1,0,0,0,1,0,10666.5
670,Domino's Pizza,3.8,589.0,46.6049938,24.692347,حي الندى,1,1,1,0,1,0,2238.2
671,Mama Noura,4.3,23691.0,46.70188479999999,24.6916263,حي الندى,1,0,0,0,1,0,101871.3
672,Burger King - Al Quds,3.6,1707.0,46.740762,24.75733899999999,حي الندى,1,0,0,0,1,0,6145.2
673,Derati Restaurant,3.7,1331.0,46.58854249999999,24.6368753,حي الندى,1,0,0,0,1,0,4924.7
674,Kudu - Al Rayyan,3.8,1803.0,46.7889345,24.7092575,حي الندى,1,1,1,0,1,0,6851.4
675,Dominos,3.8,639.0,46.6240752,24.8105963,حي الندى,1,1,1,0,1,0,2428.2
676,Derati Restaurants & Kitchens,3.8,994.0,46.66901430000001,24.5881775,حي الندى,1,0,0,0,1,0,3777.2
677,Hardee's,3.3,827.0,46.6436339,24.6008518,حي الندى,1,0,0,0,1,0,2729.1
678,KFC,3.5,975.0,46.6441676,24.6004069,حي الندى,1,0,0,0,1,0,3412.5
679,Kudu - Al Malaz,3.9,1944.0,46.72442909999999,24.6663876,حي الندى,1,1,1,0,1,0,7581.599999999999
680,قصر الهند,3.8,6168.0,46.75289959999999,24.75744370000001,حي الندى,1,0,0,0,1,0,23438.399999999998
681,Mama Noura,4.1,11464.0,46.6653609,24.5717473,حي الندى,1,0,0,0,1,0,47002.399999999994
682,Herfy,3.8,1376.0,46.6983362,24.6940569,حي الندى,1,0,0,0,1,0,5228.8
683,Al Jalab Restaurant,4.3,1543.0,46.6870006,24.7337823,حي الندى,1,0,0,0,1,0,6634.9
684,Al Romansiah,4.1,8499.0,46.81412389999999,24.7587183,حي الندى,1,0,0,0,1,0,34845.899999999994
685,Herfy,3.7,380.0,46.6575254,24.7559561,حي الندى,1,0,0,0,1,0,1406.0
686,Diet Center - دايت سنتر,4.1,74.0,46.784153,24.681048,حي الندى,1,0,0,0,1,0,303.4
687,Kudu - Al Seteen Palace,3.9,2399.0,46.7231741,24.6905735,حي الندى,1,1,1,0,1,0,9356.1
688,KFC,3.6,1452.0,46.7923858,24.6840264,حي الندى,1,0,0,0,1,0,5227.2
689,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,3.7,649.0,46.6625465,24.7579306,حي الندى,1,0,1,0,1,0,2401.3
690,Burger King - Bin Turkey,3.7,681.0,46.619087,24.746228,حي الندى,1,0,0,0,1,0,2519.7000000000003
691,Al Saudi Restaurant,3.9,4618.0,46.70311350000001,24.6957429,حي الندى,1,0,0,0,1,0,18010.2
692,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,3.9,719.0,46.65586740000001,24.7247857,حي الندى,1,0,1,0,1,0,2804.1
693,Al Nafoura Restaurant,3.3,1007.0,46.6251475,24.5884052,حي الندى,1,0,0,0,1,0,3323.1
694,TOKYO,4.3,7203.0,46.68670509999999,24.7181459,حي الندى,1,0,0,0,1,0,30972.899999999998
695,KFC,3.6,1311.0,46.713719,24.6382089,حي الندى,1,0,0,0,1,0,4719.6
696,Kudu - Al Wurud,4.0,1024.0,46.6758245,24.7322926,حي الندى,1,1,1,0,1,0,4096.0
697,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,3.9,790.0,46.63085969999999,24.5802744,حي الندى,1,0,1,0,1,0,3081.0
698,Sheikh Al-Mandi Restaurant,3.5,2022.0,46.70186499999999,24.693749,حي الندى,1,0,0,0,1,0,7077.0
699,Herfy,3.8,896.0,46.6736126,24.7609124,حي الندى,1,0,0,0,1,0,3404.7999999999997
700,Subway,3.7,452.0,46.7834343,24.7289012,حي الندى,1,0,0,0,1,0,1672.4
701,برجر كاسل,4.1,1057.0,46.6345087,24.714561,حي الندى,1,0,0,0,1,0,4333.7
702,Burger King - Exit 28,3.8,1294.0,46.6212052,24.5681274,حي الندى,1,0,0,0,1,0,4917.2
703,وايت قاردن,4.2,4534.0,46.6836945,24.6943084,حي الندى,1,0,0,0,1,0,19042.8
704,Al Tazaj,3.6,4796.0,46.6443952,24.6002206,حي الندى,1,0,0,0,1,0,17265.600000000002
705,Al Romansiah,4.2,9584.0,46.7069578,24.5620929,حي الندى,1,0,0,0,1,0,40252.8
706,McDonald's,3.7,2042.0,46.640038,24.598766,حي الندى,1,0,0,0,1,0,7555.400000000001
707,McDonald's,3.9,3568.0,46.794646,24.713222,حي الندى,1,0,0,0,1,0,13915.199999999999
708,Herfy,3.5,746.0,46.675,24.6755556,حي الندى,1,0,0,0,1,0,2611.0
709,Fairmont Riyadh,4.7,5105.0,46.7182893,24.8082207,حي الندى,1,0,0,0,1,0,23993.5
710,Subway,3.8,341.0,46.65607869999999,24.608878,حي الندى,1,0,0,0,1,0,1295.8
711,KFC,3.8,1219.0,46.6889225,24.62540690000001,حي الندى,1,0,0,0,1,0,4632.2
712,Burger King - Exit 8 Dammam Rd,3.7,1210.0,46.743149,24.800591,حي الندى,1,0,0,0,1,0,4477.0
713,Al Romansiah Restaurant - Al Nasseem District,4.2,8154.0,46.81462699999999,24.7335149,حي الندى,1,0,0,0,1,0,34246.8
714,Herfy,3.6,872.0,46.750084,24.7795459,حي الندى,1,0,0,0,1,0,3139.2000000000003
715,Herfy,3.8,1081.0,46.7975115,24.7809607,حي الندى,1,0,0,0,1,0,4107.8
716,KFC,3.5,1825.0,46.76440969999999,24.7327532,حي الندى,1,0,0,0,1,0,6387.5
717,Al Romansiah,4.2,9460.0,46.792399,24.695811,حي الندى,1,0,0,0,1,0,39732.0
718,Burger King - Rawdah,3.7,1370.0,46.76226500000001,24.735643,حي الندى,1,0,0,0,1,0,5069.0
719,KFC,3.8,2246.0,46.6647609,24.7045778,حي الندى,1,0,0,0,1,0,8534.8
720,فندق ميرا,3.7,1336.0,46.69398469999999,24.7012777,حي القيروان,1,0,0,0,1,0,4943.2
721,مركز ماي كار لصيانة السيارات الاوروبية,3.5,2755.0,46.5764369,24.85175139999999,حي القيروان,1,0,0,0,1,0,9642.5
722,Luthan Hotel and Spa,4.0,423.0,46.6417087,24.7066487,حي القيروان,1,0,0,0,1,0,1692.0
723,Dining Hall,3.0,27.0,46.6196551,24.7209893,حي القيروان,1,0,0,0,1,0,81.0
724,Sushi Yoshi,4.0,1721.0,46.7061255,24.7048211,حي القيروان,1,0,0,0,1,0,6884.0
725,Najd Village,3.9,11310.0,46.70469529999999,24.7426043,حي القيروان,1,0,0,0,1,0,44109.0
726,Wooden Bakery,4.3,10550.0,46.7226815,24.6941192,حي القيروان,1,0,0,0,1,1,45365.0
727,Najd Village,3.8,8468.0,46.66923329999999,24.6976883,حي القيروان,1,0,0,0,1,0,32178.399999999998
728,Domino's Pizza,3.8,589.0,46.6049938,24.692347,حي القيروان,1,1,1,0,1,0,2238.2
729,KFC,3.7,2198.0,46.737091,24.59506409999999,حي القيروان,1,0,0,0,1,0,8132.6
730,McDonald's,3.9,2735.0,46.69138399999999,24.570255,حي القيروان,1,0,0,0,1,0,10666.5
731,Mama Noura,4.3,23691.0,46.70188479999999,24.6916263,حي القيروان,1,0,0,0,1,0,101871.3
732,Burger King - Al Quds,3.6,1707.0,46.740762,24.75733899999999,حي القيروان,1,0,0,0,1,0,6145.2
733,Derati Restaurant,3.7,1331.0,46.58854249999999,24.6368753,حي القيروان,1,0,0,0,1,0,4924.7
734,Kudu - Al Rayyan,3.8,1803.0,46.7889345,24.7092575,حي القيروان,1,1,1,0,1,0,6851.4
735,Dominos,3.8,639.0,46.6240752,24.8105963,حي القيروان,1,1,1,0,1,0,2428.2
736,Hardee's,3.3,827.0,46.6436339,24.6008518,حي القيروان,1,0,0,0,1,0,2729.1
737,KFC,3.5,975.0,46.6441676,24.6004069,حي القيروان,1,0,0,0,1,0,3412.5
738,Derati Restaurants & Kitchens,3.8,994.0,46.66901430000001,24.5881775,حي القيروان,1,0,0,0,1,0,3777.2
739,Kudu - Al Malaz,3.9,1944.0,46.72442909999999,24.6663876,حي القيروان,1,1,1,0,1,0,7581.599999999999
740,قصر الهند,3.8,6168.0,46.75289959999999,24.75744370000001,حي القيروان,1,0,0,0,1,0,23438.399999999998
741,Herfy,3.8,1376.0,46.6983362,24.6940569,حي القيروان,1,0,0,0,1,0,5228.8
742,Al Jalab Restaurant,4.3,1543.0,46.6870006,24.7337823,حي القيروان,1,0,0,0,1,0,6634.9
743,Herfy,3.7,380.0,46.6575254,24.7559561,حي القيروان,1,0,0,0,1,0,1406.0
744,Mama Noura,4.1,11464.0,46.6653609,24.5717473,حي القيروان,1,0,0,0,1,0,47002.399999999994
745,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,3.7,649.0,46.6625465,24.7579306,حي القيروان,1,0,1,0,1,0,2401.3
746,Burger King - Bin Turkey,3.7,681.0,46.619087,24.746228,حي القيروان,1,0,0,0,1,0,2519.7000000000003
747,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,3.9,719.0,46.65586740000001,24.7247857,حي القيروان,1,0,1,0,1,0,2804.1
748,Al Romansiah,4.1,8499.0,46.81412389999999,24.7587183,حي القيروان,1,0,0,0,1,0,34845.899999999994
749,Al Saudi Restaurant,3.9,4618.0,46.70311350000001,24.6957429,حي القيروان,1,0,0,0,1,0,18010.2
750,Kudu - Al Seteen Palace,3.9,2399.0,46.7231741,24.6905735,حي القيروان,1,1,1,0,1,0,9356.1
751,TOKYO,4.3,7203.0,46.68670509999999,24.7181459,حي القيروان,1,0,0,0,1,0,30972.899999999998
752,Kudu - Al Wurud,4.0,1024.0,46.6758245,24.7322926,حي القيروان,1,1,1,0,1,0,4096.0
753,Herfy,3.8,896.0,46.6736126,24.7609124,حي القيروان,1,0,0,0,1,0,3404.7999999999997
754,برجر كاسل,4.1,1057.0,46.6345087,24.714561,حي القيروان,1,0,0,0,1,0,4333.7
755,Sheikh Al-Mandi Restaurant,3.5,2022.0,46.70186499999999,24.693749,حي القيروان,1,0,0,0,1,0,7077.0
756,وايت قاردن,4.2,4534.0,46.6836945,24.6943084,حي القيروان,1,0,0,0,1,0,19042.8
757,Subway,3.7,452.0,46.7834343,24.7289012,حي القيروان,1,0,0,0,1,0,1672.4
758,Diet Center - دايت سنتر,4.1,74.0,46.784153,24.681048,حي القيروان,1,0,0,0,1,0,303.4
759,Fairmont Riyadh,4.7,5105.0,46.7182893,24.8082207,حي القيروان,1,0,0,0,1,0,23993.5
760,KFC,3.6,1452.0,46.7923858,24.6840264,حي القيروان,1,0,0,0,1,0,5227.2
761,Burger King - Exit 8 Dammam Rd,3.7,1210.0,46.743149,24.800591,حي القيروان,1,0,0,0,1,0,4477.0
762,KFC,3.6,1311.0,46.713719,24.6382089,حي القيروان,1,0,0,0,1,0,4719.6
763,Herfy,3.5,746.0,46.675,24.6755556,حي القيروان,1,0,0,0,1,0,2611.0
764,Pizza Era,3.9,401.0,46.6423155,24.8200347,حي القيروان,1,0,0,0,1,0,1563.8999999999999
765,Al Romansiah,4.2,11683.0,46.63529399999999,24.783657,حي القيروان,1,0,0,0,1,0,49068.6
766,Herfy,3.6,872.0,46.750084,24.7795459,حي القيروان,1,0,0,0,1,0,3139.2000000000003
767,KFC,3.8,2246.0,46.6647609,24.7045778,حي القيروان,1,0,0,0,1,0,8534.8
768,Shawarmer | شاورمر,3.9,1911.0,46.6338494,24.7133267,حي القيروان,1,1,0,0,1,0,7452.9
769,Herfy,3.8,1081.0,46.7975115,24.7809607,حي القيروان,1,0,0,0,1,0,4107.8
770,McDonald's,3.9,3568.0,46.794646,24.713222,حي القيروان,1,0,0,0,1,0,13915.199999999999
771,Burger King - Riyadh Gallery 2,3.7,1983.0,46.657895,24.741256,حي القيروان,1,0,0,0,1,0,7337.1
772,KFC,3.5,1825.0,46.76440969999999,24.7327532,حي القيروان,1,0,0,0,1,0,6387.5
773,Burger King - Rawdah,3.7,1370.0,46.76226500000001,24.735643,حي القيروان,1,0,0,0,1,0,5069.0
774,Al Nafoura Restaurant,3.3,1007.0,46.6251475,24.5884052,حي القيروان,1,0,0,0,1,0,3323.1
775,Herfy,3.8,989.0,46.6905001,24.7200236,حي القيروان,1,0,0,0,1,0,3758.2
776,Herfy,3.7,1490.0,46.60467529999999,24.8031675,حي القيروان,1,0,0,0,1,0,5513.0
777,Burger King - Ghernata,3.8,1074.0,46.74147,24.78142100000001,حي القيروان,1,0,0,0,1,0,4081.2
778,Hardee's,3.7,1075.0,46.7436203,24.80089,حي القيروان,1,0,0,0,1,0,3977.5
779,McDonald's,4.0,2311.0,46.652378,24.683756,حي القيروان,1,0,0,0,1,0,9244.0
