,Name,Score,Category,Price_Range
578,15. Legit Cafe ليجت كافيه,9.0,Café,$
579,16. Dunkin Donuts,9.0,Donuts,$
580,17. Dunkin' Donuts,9.0,Donuts,$
581,18. Dunkin Donuts,9.0,Donuts,$
582,1. ساين,9.6,Burgers,$
583,2. Al Hatab Bakery,9.5,Bakery,$
584,3. Mama Noura,9.3,Shawarma Restaurant,$
585,4. Urth Caffé,9.2,Café,$
586,5. BLANCA,9.2,Pizza,$$
587,6. بيراديز للمأكولات الهنديه | Peradiz,9.2,Indian,$
588,7. ALBAIK,9.2,Fried Chicken,$
589,8. Offwhite Inn,9.2,Restaurant,$
590,9. Dunkin' Donuts,9.2,Donuts,$
591,10. Al Hatab Bakery,9.1,Bakery,$$
592,11. dr.CAFE COFFEE,9.1,Café,$
593,12. La Casa Pasta,9.1,Italian,$
594,13. CLAY,9.1,Café,$
595,14. Boga,9.0,Sandwich Spot,$
596,15. Legit Cafe ليجت كافيه,9.0,Café,$
597,16. Dunkin Donuts,9.0,Donuts,$
598,17. Dunkin' Donuts,9.0,Donuts,$
599,18. Dunkin Donuts,9.0,Donuts,$
600,1. ساين,9.6,Burgers,$
601,2. Al Hatab Bakery,9.5,Bakery,$
602,3. Mama Noura,9.3,Shawarma Restaurant,$
603,4. Urth Caffé,9.2,Café,$
604,5. BLANCA,9.2,Pizza,$$
605,6. بيراديز للمأكولات الهنديه | Peradiz,9.2,Indian,$
606,7. ALBAIK,9.2,Fried Chicken,$
607,8. Offwhite Inn,9.2,Restaurant,$
608,9. Dunkin' Donuts,9.2,Donuts,$
609,10. Al Hatab Bakery,9.1,Bakery,$$
610,11. dr.CAFE COFFEE,9.1,Café,$
611,12. La Casa Pasta,9.1,Italian,$
612,13. CLAY,9.1,Café,$
613,14. Boga,9.0,Sandwich Spot,$
614,15. Legit Cafe ليجت كافيه,9.0,Café,$
615,16. Dunkin Donuts,9.0,Donuts,$
616,17. Dunkin' Donuts,9.0,Donuts,$
617,18. Dunkin Donuts,9.0,Donuts,$
618,1. ساين,9.6,Burgers,$
619,2. Al Hatab Bakery,9.5,Bakery,$
620,3. Mama Noura,9.3,Shawarma Restaurant,$
621,4. Urth Caffé,9.2,Café,$
622,5. BLANCA,9.2,Pizza,$$
623,6. بيراديز للمأكولات الهنديه | Peradiz,9.2,Indian,$
624,7. ALBAIK,9.2,Fried Chicken,$
625,8. Offwhite Inn,9.2,Restaurant,$
626,9. Dunkin' Donuts,9.2,Donuts,$
627,10. Al Hatab Bakery,9.1,Bakery,$$
628,11. dr.CAFE COFFEE,9.1,Café,$
629,12. La Casa Pasta,9.1,Italian,$
630,13. CLAY,9.1,Café,$
631,14. Boga,9.0,Sandwich Spot,$
632,15. Legit Cafe ليجت كافيه,9.0,Café,$
633,16. Dunkin Donuts,9.0,Donuts,$
634,17. Dunkin' Donuts,9.0,Donuts,$
635,18. Dunkin Donuts,9.0,Donuts,$
636,1. ساين,9.6,Burgers,$
637,2. Al Hatab Bakery,9.5,Bakery,$
638,3. Mama Noura,9.3,Shawarma Restaurant,$
639,4. Urth Caffé,9.2,Café,$
640,5. BLANCA,9.2,Pizza,$$
641,6. بيراديز للمأكولات الهنديه | Peradiz,9.2,Indian,$
642,7. ALBAIK,9.2,Fried Chicken,$
643,8. Offwhite Inn,9.2,Restaurant,$
644,9. Dunkin' Donuts,9.2,Donuts,$
645,10. Al Hatab Bakery,9.1,Bakery,$$
646,11. dr.CAFE COFFEE,9.1,Café,$
647,12. La Casa Pasta,9.1,Italian,$
648,13. CLAY,9.1,Café,$
649,14. Boga,9.0,Sandwich Spot,$
650,15. Legit Cafe ليجت كافيه,9.0,Café,$
651,16. Dunkin Donuts,9.0,Donuts,$
652,17. Dunkin' Donuts,9.0,Donuts,$
653,18. Dunkin Donuts,9.0,Donuts,$
654,1. ساين,9.6,Burgers,$
655,2. Al Hatab Bakery,9.5,Bakery,$
656,3. Mama Noura,9.3,Shawarma Restaurant,$
657,4. Urth Caffé,9.2,Café,$
658,5. BLANCA,9.2,Pizza,$$
659,6. بيراديز للمأكولات الهنديه | Peradiz,9.2,Indian,$
660,7. ALBAIK,9.2,Fried Chicken,$
661,8. Offwhite Inn,9.2,Restaurant,$
662,9. Dunkin' Donuts,9.2,Donuts,$
663,10. Al Hatab Bakery,9.1,Bakery,$$
664,11. dr.CAFE COFFEE,9.1,Café,$
665,12. La Casa Pasta,9.1,Italian,$
666,13. CLAY,9.1,Café,$
667,14. Boga,9.0,Sandwich Spot,$
668,15. Legit Cafe ليجت كافيه,9.0,Café,$
669,16. Dunkin Donuts,9.0,Donuts,$
670,17. Dunkin' Donuts,9.0,Donuts,$
671,18. Dunkin Donuts,9.0,Donuts,$
672,1. ساين,9.6,Burgers,$
673,2. Al Hatab Bakery,9.5,Bakery,$
674,3. Mama Noura,9.3,Shawarma Restaurant,$
675,4. Urth Caffé,9.2,Café,$
676,5. BLANCA,9.2,Pizza,$$
677,6. بيراديز للمأكولات الهنديه | Peradiz,9.2,Indian,$
678,7. ALBAIK,9.2,Fried Chicken,$
679,8. Offwhite Inn,9.2,Restaurant,$
680,9. Dunkin' Donuts,9.2,Donuts,$
681,10. Al Hatab Bakery,9.1,Bakery,$$
682,11. dr.CAFE COFFEE,9.1,Café,$
683,12. La Casa Pasta,9.1,Italian,$
684,13. CLAY,9.1,Café,$
685,14. Boga,9.0,Sandwich Spot,$
686,15. Legit Cafe ليجت كافيه,9.0,Café,$
687,16. Dunkin Donuts,9.0,Donuts,$
688,17. Dunkin' Donuts,9.0,Donuts,$
689,18. Dunkin Donuts,9.0,Donuts,$
690,1. WHJ CAFE,9.3,Café,$
691,2. بوفية فهد كبدة غنم وحاشي,9.3,Breakfast,$
692,3. ALHatab Bakery | أفران الحطب,9.1,Bakery,$
693,4. AlNaqaa,9.1,Falafel,$
694,5. Dutch Brunch,9.1,Breakfast,$
695,6. Mama Noura,9.1,Shawarma Restaurant,$
696,7. Dunkin' Donuts,9.1,Donuts,$
697,8. Jathel,9.1,Café,$
698,9. Dunkin Dounts,9.0,Donuts,$
699,10. أفران الحطب || Alhatab Bakery,9.0,Bakery,$
700,11. دوز كافيه,9.0,Café,$
701,12. Dunkin' Donuts,9.0,Donuts,$
702,13. Dunkin' Donuts دانكن دونات,9.0,Donuts,$$
703,14. Shawarma House,9.0,Middle Eastern,$
704,15. فلافل ثمار,9.0,Falafel,$
705,1. WHJ CAFE,9.3,Café,$
706,2. بوفية فهد كبدة غنم وحاشي,9.3,Breakfast,$
707,3. ALHatab Bakery | أفران الحطب,9.1,Bakery,$
708,4. AlNaqaa,9.1,Falafel,$
709,5. Dutch Brunch,9.1,Breakfast,$
710,6. Mama Noura,9.1,Shawarma Restaurant,$
711,7. Dunkin' Donuts,9.1,Donuts,$
712,8. Jathel,9.1,Café,$
713,9. Dunkin Dounts,9.0,Donuts,$
714,10. أفران الحطب || Alhatab Bakery,9.0,Bakery,$
715,11. دوز كافيه,9.0,Café,$
716,12. Dunkin' Donuts,9.0,Donuts,$
717,13. Dunkin' Donuts دانكن دونات,9.0,Donuts,$$
718,14. Shawarma House,9.0,Middle Eastern,$
719,15. فلافل ثمار,9.0,Falafel,$
720,1. WHJ CAFE,9.3,Café,$
721,2. بوفية فهد كبدة غنم وحاشي,9.3,Breakfast,$
722,3. ALHatab Bakery | أفران الحطب,9.1,Bakery,$
723,4. AlNaqaa,9.1,Falafel,$
724,5. Dutch Brunch,9.1,Breakfast,$
725,6. Mama Noura,9.1,Shawarma Restaurant,$
726,7. Dunkin' Donuts,9.1,Donuts,$
727,8. Jathel,9.1,Café,$
728,9. Dunkin Dounts,9.0,Donuts,$
729,10. أفران الحطب || Alhatab Bakery,9.0,Bakery,$
730,11. دوز كافيه,9.0,Café,$
731,12. Dunkin' Donuts,9.0,Donuts,$
732,13. Dunkin' Donuts دانكن دونات,9.0,Donuts,$$
733,14. Shawarma House,9.0,Middle Eastern,$
734,15. فلافل ثمار,9.0,Falafel,$
735,1. WHJ CAFE,9.3,Café,$
736,2. بوفية فهد كبدة غنم وحاشي,9.3,Breakfast,$
737,3. ALHatab Bakery | أفران الحطب,9.1,Bakery,$
738,4. AlNaqaa,9.1,Falafel,$
739,5. Dutch Brunch,9.1,Breakfast,$
740,6. Mama Noura,9.1,Shawarma Restaurant,$
741,7. Dunkin' Donuts,9.1,Donuts,$
742,8. Jathel,9.1,Café,$
743,9. Dunkin Dounts,9.0,Donuts,$
744,10. أفران الحطب || Alhatab Bakery,9.0,Bakery,$
745,11. دوز كافيه,9.0,Café,$
746,12. Dunkin' Donuts,9.0,Donuts,$
747,13. Dunkin' Donuts دانكن دونات,9.0,Donuts,$$
748,14. Shawarma House,9.0,Middle Eastern,$
749,15. فلافل ثمار,9.0,Falafel,$
750,1. WHJ CAFE,9.3,Café,$
751,2. بوفية فهد كبدة غنم وحاشي,9.3,Breakfast,$
752,3. ALHatab Bakery | أفران الحطب,9.1,Bakery,$
753,4. AlNaqaa,9.1,Falafel,$
754,5. Dutch Brunch,9.1,Breakfast,$
755,6. Mama Noura,9.1,Shawarma Restaurant,$
756,7. Dunkin' Donuts,9.1,Donuts,$
757,8. Jathel,9.1,Café,$
758,9. Dunkin Dounts,9.0,Donuts,$
759,10. أفران الحطب || Alhatab Bakery,9.0,Bakery,$
760,11. دوز كافيه,9.0,Café,$
761,12. Dunkin' Donuts,9.0,Donuts,$
762,13. Dunkin' Donuts دانكن دونات,9.0,Donuts,$$
763,14. Shawarma House,9.0,Middle Eastern,$
764,15. فلافل ثمار,9.0,Falafel,$
765,1. WHJ CAFE,9.3,Café,$
766,2. بوفية فهد كبدة غنم وحاشي,9.3,Breakfast,$
767,3. ALHatab Bakery | أفران الحطب,9.1,Bakery,$
768,4. AlNaqaa,9.1,Falafel,$
769,5. Dutch Brunch,9.1,Breakfast,$
770,6. Mama Noura,9.1,Shawarma Restaurant,$
771,7. Dunkin' Donuts,9.1,Donuts,$
772,8. Jathel,9.1,Café,$
773,9. Dunkin Dounts,9.0,Donuts,$
774,10. أفران الحطب || Alhatab Bakery,9.0,Bakery,$
775,11. دوز كافيه,9.0,Café,$
776,12. Dunkin' Donuts,9.0,Donuts,$
777,13. Dunkin' Donuts دانكن دونات,9.0,Donuts,$$
778,14. Shawarma House,9.0,Middle Eastern,$
779,15. فلافل ثمار,9.0,Falafel,$
780,1. WHJ CAFE,9.3,Café,$
781,2. بوفية فهد كبدة غنم وحاشي,9.3,Breakfast,$
782,3. ALHatab Bakery | أفران الحطب,9.1,Bakery,$
783,4. AlNaqaa,9.1,Falafel,$
784,5. Dutch Brunch,9.1,Breakfast,$
785,6. Mama Noura,9.1,Shawarma Restaurant,$
786,7. Dunkin' Donuts,9.1,Donuts,$
787,8. Jathel,9.1,Café,$
788,9. Dunkin Dounts,9.0,Donuts,$
789,10. أفران الحطب || Alhatab Bakery,9.0,Bakery,$
790,11. دوز كافيه,9.0,Café,$
791,12. Dunkin' Donuts,9.0,Donuts,$
792,13. Dunkin' Donuts دانكن دونات,9.0,Donuts,$$
793,14. Shawarma House,9.0,Middle Eastern,$
794,15. فلافل ثمار,9.0,Falafel,$
795,1. WHJ CAFE,9.3,Café,$
796,2. بوفية فهد كبدة غنم وحاشي,9.3,Breakfast,$
797,3. ALHatab Bakery | أفران الحطب,9.1,Bakery,$
798,4. AlNaqaa,9.1,Falafel,$
799,5. Dutch Brunch,9.1,Breakfast,$
800,6. Mama Noura,9.1,Shawarma Restaurant,$
801,7. Dunkin' Donuts,9.1,Donuts,$
802,8. Jathel,9.1,Café,$
803,9. Dunkin Dounts,9.0,Donuts,$
804,10. أفران الحطب || Alhatab Bakery,9.0,Bakery,$
805,11. دوز كافيه,9.0,Café,$
806,12. Dunkin' Donuts,9.0,Donuts,$
807,13. Dunkin' Donuts دانكن دونات,9.0,Donuts,$$
808,14. Shawarma House,9.0,Middle Eastern,$
809,15. فلافل ثمار,9.0,Falafel,$
810,1. WHJ CAFE,9.3,Café,$
811,2. بوفية فهد كبدة غنم وحاشي,9.3,Breakfast,$
812,3. ALHatab Bakery | أفران الحطب,9.1,Bakery,$
813,4. AlNaqaa,9.1,Falafel,$
814,5. Dutch Brunch,9.1,Breakfast,$
815,6. Mama Noura,9.1,Shawarma Restaurant,$
816,7. Dunkin' Donuts,9.1,Donuts,$
817,8. Jathel,9.1,Café,$
818,9. Dunkin Dounts,9.0,Donuts,$
819,10. أفران الحطب || Alhatab Bakery,9.0,Bakery,$
820,11. دوز كافيه,9.0,Café,$
821,12. Dunkin' Donuts,9.0,Donuts,$
822,13. Dunkin' Donuts دانكن دونات,9.0,Donuts,$$
823,14. Shawarma House,9.0,Middle Eastern,$
824,15. فلافل ثمار,9.0,Falafel,$
825,1. WHJ CAFE,9.3,Café,$
826,2. بوفية فهد كبدة غنم وحاشي,9.3,Breakfast,$
827,3. ALHatab Bakery | أفران الحطب,9.1,Bakery,$
828,4. AlNaqaa,9.1,Falafel,$
829,5. Dutch Brunch,9.1,Breakfast,$
830,6. Mama Noura,9.1,Shawarma Restaurant,$
831,7. Dunkin' Donuts,9.1,Donuts,$
832,8. Jathel,9.1,Café,$
833,9. Dunkin Dounts,9.0,Donuts,$
834,10. أفران الحطب || Alhatab Bakery,9.0,Bakery,$
835,11. دوز كافيه,9.0,Café,$
836,12. Dunkin' Donuts,9.0,Donuts,$
837,13. Dunkin' Donuts دانكن دونات,9.0,Donuts,$$
838,14. Shawarma House,9.0,Middle Eastern,$
839,15. فلافل ثمار,9.0,Falafel,$
840,1. Dunkin’ Donuts Drive Thru,9.4,Donuts,$
841,2. Oregano Pizzeria,9.4,Pizza,$
842,3. شاي وسمسم,9.4,Café,$
843,4. Stones,9.3,Café,$
844,5. Sakaf Cafe,9.3,Café,$
845,6. Lauda,9.2,Sandwich Spot,$
846,7. Yubah Bakery,9.1,Bakery,$
847,8. PORTAFILTER بورتافلتر,9.1,Café,$
848,9. AlHatab Bakery,9.1,Bakery,$
849,10. فطاير عالطاير للوجبات السريعة,9.0,Fast Food,$
850,1. Dunkin’ Donuts Drive Thru,9.4,Donuts,$
851,2. Oregano Pizzeria,9.4,Pizza,$
852,3. شاي وسمسم,9.4,Café,$
853,4. Stones,9.3,Café,$
854,5. Sakaf Cafe,9.3,Café,$
855,6. Lauda,9.2,Sandwich Spot,$
856,7. Yubah Bakery,9.1,Bakery,$
857,8. PORTAFILTER بورتافلتر,9.1,Café,$
858,9. AlHatab Bakery,9.1,Bakery,$
859,10. فطاير عالطاير للوجبات السريعة,9.0,Fast Food,$
860,1. Dunkin’ Donuts Drive Thru,9.4,Donuts,$
861,2. Oregano Pizzeria,9.4,Pizza,$
862,3. شاي وسمسم,9.4,Café,$
863,4. Stones,9.3,Café,$
864,5. Sakaf Cafe,9.3,Café,$
865,6. Lauda,9.2,Sandwich Spot,$
866,7. Yubah Bakery,9.1,Bakery,$
867,8. PORTAFILTER بورتافلتر,9.1,Café,$
868,9. AlHatab Bakery,9.1,Bakery,$
869,10. فطاير عالطاير للوجبات السريعة,9.0,Fast Food,$
870,1. Dunkin’ Donuts Drive Thru,9.4,Donuts,$
871,2. Oregano Pizzeria,9.4,Pizza,$
872,3. شاي وسمسم,9.4,Café,$
873,4. Stones,9.3,Café,$
874,5. Sakaf Cafe,9.3,Café,$
875,6. Lauda,9.2,Sandwich Spot,$
876,7. Yubah Bakery,9.1,Bakery,$
877,8. PORTAFILTER بورتافلتر,9.1,Café,$
878,9. AlHatab Bakery,9.1,Bakery,$
879,10. فطاير عالطاير للوجبات السريعة,9.0,Fast Food,$
880,1. Dunkin’ Donuts Drive Thru,9.4,Donuts,$
881,2. Oregano Pizzeria,9.4,Pizza,$
882,3. شاي وسمسم,9.4,Café,$
883,4. Stones,9.3,Café,$
884,5. Sakaf Cafe,9.3,Café,$
885,6. Lauda,9.2,Sandwich Spot,$
886,7. Yubah Bakery,9.1,Bakery,$
887,8. PORTAFILTER بورتافلتر,9.1,Café,$
888,9. AlHatab Bakery,9.1,Bakery,$
889,10. فطاير عالطاير للوجبات السريعة,9.0,Fast Food,$
890,1. Dunkin’ Donuts Drive Thru,9.4,Donuts,$
891,2. Oregano Pizzeria,9.4,Pizza,$
892,3. شاي وسمسم,9.4,Café,$
893,4. Stones,9.3,Café,$
894,5. Sakaf Cafe,9.3,Café,$
895,6. Lauda,9.2,Sandwich Spot,$
896,7. Yubah Bakery,9.1,Bakery,$
897,8. PORTAFILTER بورتافلتر,9.1,Café,$
898,9. AlHatab Bakery,9.1,Bakery,$
899,10. فطاير عالطاير للوجبات السريعة,9.0,Fast Food,$
900,1. Dunkin’ Donuts Drive Thru,9.4,Donuts,$
901,2. Oregano Pizzeria,9.4,Pizza,$
902,3. شاي وسمسم,9.4,Café,$
903,4. Stones,9.3,Café,$
904,5. Sakaf Cafe,9.3,Café,$
905,6. Lauda,9.2,Sandwich Spot,$
906,7. Yubah Bakery,9.1,Bakery,$
907,8. PORTAFILTER بورتافلتر,9.1,Café,$
908,9. AlHatab Bakery,9.1,Bakery,$
909,10. فطاير عالطاير للوجبات السريعة,9.0,Fast Food,$
910,1. Dunkin’ Donuts Drive Thru,9.4,Donuts,$
911,2. Oregano Pizzeria,9.4,Pizza,$
912,3. شاي وسمسم,9.4,Café,$
913,4. Stones,9.3,Café,$
914,5. Sakaf Cafe,9.3,Café,$
915,6. Lauda,9.2,Sandwich Spot,$
916,7. Yubah Bakery,9.1,Bakery,$
917,8. PORTAFILTER بورتافلتر,9.1,Café,$
918,9. AlHatab Bakery,9.1,Bakery,$
919,10. فطاير عالطاير للوجبات السريعة,9.0,Fast Food,$
920,1. Dunkin’ Donuts Drive Thru,9.4,Donuts,$
921,2. Oregano Pizzeria,9.4,Pizza,$
922,3. شاي وسمسم,9.4,Café,$
923,4. Stones,9.3,Café,$
924,5. Sakaf Cafe,9.3,Café,$
925,6. Lauda,9.2,Sandwich Spot,$
926,7. Yubah Bakery,9.1,Bakery,$
927,8. PORTAFILTER بورتافلتر,9.1,Café,$
928,9. AlHatab Bakery,9.1,Bakery,$
929,10. فطاير عالطاير للوجبات السريعة,9.0,Fast Food,$
930,1. Dunkin’ Donuts Drive Thru,9.4,Donuts,$
931,2. Oregano Pizzeria,9.4,Pizza,$
932,3. شاي وسمسم,9.4,Café,$
933,4. Stones,9.3,Café,$
934,5. Sakaf Cafe,9.3,Café,$
935,6. Lauda,9.2,Sandwich Spot,$
936,7. Yubah Bakery,9.1,Bakery,$
937,8. PORTAFILTER بورتافلتر,9.1,Café,$
938,9. AlHatab Bakery,9.1,Bakery,$
939,10. فطاير عالطاير للوجبات السريعة,9.0,Fast Food,$
940,1. AlNaqaa,9.4,Breakfast,$
941,2. فرن صحيفة وفطائر شامية,9.3,Bakery,$
942,3. مطاعم ومطابخ باخلعه- مندي ومكتوم,9.2,Middle Eastern,$$
943,4. محامص ومطاحن السوادي,9.2,Snacks,$
944,5. مقصف Muqsaf 90,9.2,Breakfast,$
945,6. Fawal Alafrah,9.1,Breakfast,$
946,7. AL TYSEER,9.0,Middle Eastern,$$
947,8. AlNaqaa,9.0,Breakfast,$
948,1. AlNaqaa,9.4,Breakfast,$
949,2. فرن صحيفة وفطائر شامية,9.3,Bakery,$
950,3. مطاعم ومطابخ باخلعه- مندي ومكتوم,9.2,Middle Eastern,$$
951,4. محامص ومطاحن السوادي,9.2,Snacks,$
952,5. مقصف Muqsaf 90,9.2,Breakfast,$
953,6. Fawal Alafrah,9.1,Breakfast,$
954,7. AL TYSEER,9.0,Middle Eastern,$$
955,8. AlNaqaa,9.0,Breakfast,$
956,1. AlNaqaa,9.4,Breakfast,$
957,2. فرن صحيفة وفطائر شامية,9.3,Bakery,$
958,3. مطاعم ومطابخ باخلعه- مندي ومكتوم,9.2,Middle Eastern,$$
959,4. محامص ومطاحن السوادي,9.2,Snacks,$
960,5. مقصف Muqsaf 90,9.2,Breakfast,$
961,6. Fawal Alafrah,9.1,Breakfast,$
962,7. AL TYSEER,9.0,Middle Eastern,$$
963,8. AlNaqaa,9.0,Breakfast,$
964,1. AlNaqaa,9.4,Breakfast,$
965,2. فرن صحيفة وفطائر شامية,9.3,Bakery,$
966,3. مطاعم ومطابخ باخلعه- مندي ومكتوم,9.2,Middle Eastern,$$
967,4. محامص ومطاحن السوادي,9.2,Snacks,$
968,5. مقصف Muqsaf 90,9.2,Breakfast,$
969,6. Fawal Alafrah,9.1,Breakfast,$
970,7. AL TYSEER,9.0,Middle Eastern,$$
971,8. AlNaqaa,9.0,Breakfast,$
972,1. AlNaqaa,9.4,Breakfast,$
973,2. فرن صحيفة وفطائر شامية,9.3,Bakery,$
974,3. مطاعم ومطابخ باخلعه- مندي ومكتوم,9.2,Middle Eastern,$$
975,4. محامص ومطاحن السوادي,9.2,Snacks,$
976,5. مقصف Muqsaf 90,9.2,Breakfast,$
977,6. Fawal Alafrah,9.1,Breakfast,$
978,7. AL TYSEER,9.0,Middle Eastern,$$
979,8. AlNaqaa,9.0,Breakfast,$
980,1. AlNaqaa,9.4,Breakfast,$
981,2. فرن صحيفة وفطائر شامية,9.3,Bakery,$
982,3. مطاعم ومطابخ باخلعه- مندي ومكتوم,9.2,Middle Eastern,$$
983,4. محامص ومطاحن السوادي,9.2,Snacks,$
984,5. مقصف Muqsaf 90,9.2,Breakfast,$
985,6. Fawal Alafrah,9.1,Breakfast,$
986,7. AL TYSEER,9.0,Middle Eastern,$$
987,8. AlNaqaa,9.0,Breakfast,$
988,1. AlNaqaa,9.4,Breakfast,$
989,2. فرن صحيفة وفطائر شامية,9.3,Bakery,$
990,3. مطاعم ومطابخ باخلعه- مندي ومكتوم,9.2,Middle Eastern,$$
991,4. محامص ومطاحن السوادي,9.2,Snacks,$
992,5. مقصف Muqsaf 90,9.2,Breakfast,$
993,6. Fawal Alafrah,9.1,Breakfast,$
994,7. AL TYSEER,9.0,Middle Eastern,$$
995,8. AlNaqaa,9.0,Breakfast,$
996,1. AlNaqaa,9.4,Breakfast,$
997,2. فرن صحيفة وفطائر شامية,9.3,Bakery,$
998,3. مطاعم ومطابخ باخلعه- مندي ومكتوم,9.2,Middle Eastern,$$
999,4. محامص ومطاحن السوادي,9.2,Snacks,$
1000,5. مقصف Muqsaf 90,9.2,Breakfast,$
1001,6. Fawal Alafrah,9.1,Breakfast,$
1002,7. AL TYSEER,9.0,Middle Eastern,$$
1003,8. AlNaqaa,9.0,Breakfast,$
1004,1. AlNaqaa,9.4,Breakfast,$
1005,2. فرن صحيفة وفطائر شامية,9.3,Bakery,$
1006,3. مطاعم ومطابخ باخلعه- مندي ومكتوم,9.2,Middle Eastern,$$
1007,4. محامص ومطاحن السوادي,9.2,Snacks,$
1008,5. مقصف Muqsaf 90,9.2,Breakfast,$
1009,6. Fawal Alafrah,9.1,Breakfast,$
1010,7. AL TYSEER,9.0,Middle Eastern,$$
1011,8. AlNaqaa,9.0,Breakfast,$
1012,1. AlNaqaa,9.4,Breakfast,$
1013,2. فرن صحيفة وفطائر شامية,9.3,Bakery,$
1014,3. مطاعم ومطابخ باخلعه- مندي ومكتوم,9.2,Middle Eastern,$$
1015,4. محامص ومطاحن السوادي,9.2,Snacks,$
1016,5. مقصف Muqsaf 90,9.2,Breakfast,$
1017,6. Fawal Alafrah,9.1,Breakfast,$
1018,7. AL TYSEER,9.0,Middle Eastern,$$
1019,8. AlNaqaa,9.0,Breakfast,$
1020,1. Ba’a Bakehouse,9.6,Bakery,$
1021,2. ساين,9.4,Burgers,$
1022,3. Miray Specialty Cafe,9.1,Café,$
1023,4. Finding Sushi,9.1,Sushi,$$
1024,5. شواية الخليج,9.0,Middle Eastern,$$
1025,1. Ba’a Bakehouse,9.6,Bakery,$
1026,2. ساين,9.4,Burgers,$
1027,3. Miray Specialty Cafe,9.1,Café,$
1028,4. Finding Sushi,9.1,Sushi,$$
1029,5. شواية الخليج,9.0,Middle Eastern,$$
1030,1. Ba’a Bakehouse,9.6,Bakery,$
1031,2. ساين,9.4,Burgers,$
1032,3. Miray Specialty Cafe,9.1,Café,$
1033,4. Finding Sushi,9.1,Sushi,$$
1034,5. شواية الخليج,9.0,Middle Eastern,$$
1035,1. Ba’a Bakehouse,9.6,Bakery,$
1036,2. ساين,9.4,Burgers,$
1037,3. Miray Specialty Cafe,9.1,Café,$
1038,4. Finding Sushi,9.1,Sushi,$$
1039,5. شواية الخليج,9.0,Middle Eastern,$$
1040,1. Ba’a Bakehouse,9.6,Bakery,$
1041,2. ساين,9.4,Burgers,$
1042,3. Miray Specialty Cafe,9.1,Café,$
1043,4. Finding Sushi,9.1,Sushi,$$
1044,5. شواية الخليج,9.0,Middle Eastern,$$
1045,1. Ba’a Bakehouse,9.6,Bakery,$
1046,2. ساين,9.4,Burgers,$
1047,3. Miray Specialty Cafe,9.1,Café,$
1048,4. Finding Sushi,9.1,Sushi,$$
1049,5. شواية الخليج,9.0,Middle Eastern,$$
1050,1. Ba’a Bakehouse,9.6,Bakery,$
1051,2. ساين,9.4,Burgers,$
1052,3. Miray Specialty Cafe,9.1,Café,$
1053,4. Finding Sushi,9.1,Sushi,$$
1054,5. شواية الخليج,9.0,Middle Eastern,$$
1055,1. Ba’a Bakehouse,9.6,Bakery,$
1056,2. ساين,9.4,Burgers,$
1057,3. Miray Specialty Cafe,9.1,Café,$
1058,4. Finding Sushi,9.1,Sushi,$$
1059,5. شواية الخليج,9.0,Middle Eastern,$$
1060,1. Ba’a Bakehouse,9.6,Bakery,$
1061,2. ساين,9.4,Burgers,$
1062,3. Miray Specialty Cafe,9.1,Café,$
1063,4. Finding Sushi,9.1,Sushi,$$
1064,5. شواية الخليج,9.0,Middle Eastern,$$
1065,1. Ba’a Bakehouse,9.6,Bakery,$
1066,2. ساين,9.4,Burgers,$
1067,3. Miray Specialty Cafe,9.1,Café,$
1068,4. Finding Sushi,9.1,Sushi,$$
1069,5. شواية الخليج,9.0,Middle Eastern,$$
1070,1. Al Mamlaka Social Dining,9.5,Food Court,$
1071,2. Easy Bakery,9.5,Bakery,$$$
1072,3. حطبة,9.3,Restaurant,$$$
1073,4. LPM,9.3,French,$$
1074,5. Farroug Al Shifa Resturant,9.3,Shawarma Restaurant,$
1075,6. Entrecôte Café de Paris,9.3,Swiss,$$
1076,7. Oakberry Açai,9.3,Vegan and Vegetarian Restaurant,$$$$
1077,8. DUNKIN' DONUTS,9.3,Donuts,$$
1078,9. Armin,9.2,Mediterranean,$
1079,10. Marble Cuisine,9.2,Steakhouse,$
1080,11. Yawmiyat,9.1,Lebanese,$
1081,12. LA RUSTICA Pizzeria,9.1,Pizza,$
1082,13. بوفية دار الصباح,9.1,Breakfast,$$$$
1083,14. كبدة سعد,9.1,Breakfast,$
1084,15. Yogi,9.1,Sandwich Spot,$
1085,16. دوّار السّعادة,9.1,Buffet,$$$
1086,17. TRIESTE,9.1,Café,$
1087,18. Villa Fayrouz,9.0,Restaurant,$$$
1088,19. PORTERHOUSE,9.0,Steakhouse,$$
1089,20. ‏Ajam Coffee,9.0,Café,$
1090,21. Urth caffé,9.0,Food Court,$$
1091,22. Sahaeb Taiba,9.0,Bakery,$
1092,1. Al Mamlaka Social Dining,9.5,Food Court,$
1093,2. Easy Bakery,9.5,Bakery,$$$
1094,3. حطبة,9.3,Restaurant,$$$
1095,4. LPM,9.3,French,$$
1096,5. Farroug Al Shifa Resturant,9.3,Shawarma Restaurant,$
1097,6. Entrecôte Café de Paris,9.3,Swiss,$$
1098,7. Oakberry Açai,9.3,Vegan and Vegetarian Restaurant,$$$$
1099,8. DUNKIN' DONUTS,9.3,Donuts,$$
1100,9. Armin,9.2,Mediterranean,$
1101,10. Marble Cuisine,9.2,Steakhouse,$
1102,11. Yawmiyat,9.1,Lebanese,$
