,Name,Score,Category,Price_Range,Price_Range_encoded,Category_encoded
1284,17. TRIESTE,9.1,Café,$,0,8
1285,18. Villa Fayrouz,9.0,Restaurant,$$$,2,25
1286,19. PORTERHOUSE,9.0,Steakhouse,$$,1,31
1287,20. ‏Ajam Coffee,9.0,Café,$,0,8
1288,21. Urth caffé,9.0,Food Court,$$,1,13
1289,22. Sahaeb Taiba,9.0,Bakery,$,0,4
1290,1. Knoll Coffee Roasters,9.6,Café,$,0,8
1291,2. Plenty Sld’s,9.6,Salad,$,0,26
1292,3. شاهي ابو وليد,9.5,Café,$,0,8
1293,4. The Sift,9.5,Bakery,$,0,4
1294,5. Unsörso Cafè,9.4,Café,$,0,8
1295,6. Fabrica De Cafe,9.4,Café,$,0,8
1296,7. دوّار السّعادة,9.4,Breakfast,$,0,5
1297,8. McDonald's,9.4,Fast Food,$,0,12
1298,9. The60Pasta,9.4,Food Truck,$,0,14
1299,10. فوال الافراح,9.4,Breakfast,$,0,5
1300,11. Dopeamine,9.4,Bakery,$,0,4
1301,12. أسماك دلة,9.4,Seafood,$$$,2,28
1302,13. Lavash,9.3,Armenian,$,0,1
1303,14. Gimme Salad,9.3,Salad,$$,1,26
1304,15. The Cheesecake Factory,9.3,American,$,0,0
1305,16. بوفيه الموائد الفاخره,9.3,Breakfast,$$,1,5
1306,17. مطعم الحمراء البخاري,9.2,Middle Eastern,$,0,22
1307,18. Red Box,9.2,Restaurant,$$,1,25
1308,19. Shwkat,9.2,Sandwich Spot,$,0,27
1309,20. Tokyo,9.2,Japanese,$,0,19
1310,21. White Cafe,9.2,Café,$,0,8
1311,22. Al Hatab Bakery,9.2,Bakery,$,0,4
1312,23. TOASTABLE,9.2,Sandwich Spot,$,0,27
1313,24. Baōdo,9.2,Burgers,$,0,7
1314,25. MP Sandwich,9.2,Sandwich Spot,$,0,27
1315,26. SORS,9.1,Bakery,$$,1,4
1316,27. Two Things Bakery,9.1,Bakery,$,0,4
1317,28. Kuuru,9.1,Japanese,$,0,19
1318,1. Knoll Coffee Roasters,9.6,Café,$,0,8
1319,2. Plenty Sld’s,9.6,Salad,$,0,26
1320,3. شاهي ابو وليد,9.5,Café,$,0,8
1321,4. The Sift,9.5,Bakery,$,0,4
1322,5. Unsörso Cafè,9.4,Café,$,0,8
1323,6. Fabrica De Cafe,9.4,Café,$,0,8
1324,7. دوّار السّعادة,9.4,Breakfast,$,0,5
1325,8. McDonald's,9.4,Fast Food,$,0,12
1326,9. The60Pasta,9.4,Food Truck,$,0,14
1327,10. فوال الافراح,9.4,Breakfast,$,0,5
1328,11. Dopeamine,9.4,Bakery,$,0,4
1329,12. أسماك دلة,9.4,Seafood,$$$,2,28
1330,13. Lavash,9.3,Armenian,$,0,1
1331,14. Gimme Salad,9.3,Salad,$$,1,26
1332,15. The Cheesecake Factory,9.3,American,$,0,0
1333,16. بوفيه الموائد الفاخره,9.3,Breakfast,$$,1,5
1334,17. مطعم الحمراء البخاري,9.2,Middle Eastern,$,0,22
1335,18. Red Box,9.2,Restaurant,$$,1,25
1336,19. Shwkat,9.2,Sandwich Spot,$,0,27
1337,20. Tokyo,9.2,Japanese,$,0,19
1338,21. White Cafe,9.2,Café,$,0,8
1339,22. Al Hatab Bakery,9.2,Bakery,$,0,4
1340,23. TOASTABLE,9.2,Sandwich Spot,$,0,27
1341,24. Baōdo,9.2,Burgers,$,0,7
1342,25. MP Sandwich,9.2,Sandwich Spot,$,0,27
1343,26. SORS,9.1,Bakery,$$,1,4
1344,27. Two Things Bakery,9.1,Bakery,$,0,4
1345,28. Kuuru,9.1,Japanese,$,0,19
1346,1. Knoll Coffee Roasters,9.6,Café,$,0,8
1347,2. Plenty Sld’s,9.6,Salad,$,0,26
1348,3. شاهي ابو وليد,9.5,Café,$,0,8
1349,4. The Sift,9.5,Bakery,$,0,4
1350,5. Unsörso Cafè,9.4,Café,$,0,8
1351,6. Fabrica De Cafe,9.4,Café,$,0,8
1352,7. دوّار السّعادة,9.4,Breakfast,$,0,5
1353,8. McDonald's,9.4,Fast Food,$,0,12
1354,9. The60Pasta,9.4,Food Truck,$,0,14
1355,10. فوال الافراح,9.4,Breakfast,$,0,5
1356,11. Dopeamine,9.4,Bakery,$,0,4
1357,12. أسماك دلة,9.4,Seafood,$$$,2,28
1358,13. Lavash,9.3,Armenian,$,0,1
1359,14. Gimme Salad,9.3,Salad,$$,1,26
1360,15. The Cheesecake Factory,9.3,American,$,0,0
1361,16. بوفيه الموائد الفاخره,9.3,Breakfast,$$,1,5
1362,17. مطعم الحمراء البخاري,9.2,Middle Eastern,$,0,22
1363,18. Red Box,9.2,Restaurant,$$,1,25
1364,19. Shwkat,9.2,Sandwich Spot,$,0,27
1365,20. Tokyo,9.2,Japanese,$,0,19
1366,21. White Cafe,9.2,Café,$,0,8
1367,22. Al Hatab Bakery,9.2,Bakery,$,0,4
1368,23. TOASTABLE,9.2,Sandwich Spot,$,0,27
1369,24. Baōdo,9.2,Burgers,$,0,7
1370,25. MP Sandwich,9.2,Sandwich Spot,$,0,27
1371,26. SORS,9.1,Bakery,$$,1,4
1372,27. Two Things Bakery,9.1,Bakery,$,0,4
1373,28. Kuuru,9.1,Japanese,$,0,19
1374,1. Knoll Coffee Roasters,9.6,Café,$,0,8
1375,2. Plenty Sld’s,9.6,Salad,$,0,26
1376,3. شاهي ابو وليد,9.5,Café,$,0,8
1377,4. The Sift,9.5,Bakery,$,0,4
1378,5. Unsörso Cafè,9.4,Café,$,0,8
1379,6. Fabrica De Cafe,9.4,Café,$,0,8
1380,7. دوّار السّعادة,9.4,Breakfast,$,0,5
1381,8. McDonald's,9.4,Fast Food,$,0,12
1382,9. The60Pasta,9.4,Food Truck,$,0,14
1383,10. فوال الافراح,9.4,Breakfast,$,0,5
1384,11. Dopeamine,9.4,Bakery,$,0,4
1385,12. أسماك دلة,9.4,Seafood,$$$,2,28
1386,13. Lavash,9.3,Armenian,$,0,1
1387,14. Gimme Salad,9.3,Salad,$$,1,26
1388,15. The Cheesecake Factory,9.3,American,$,0,0
1389,16. بوفيه الموائد الفاخره,9.3,Breakfast,$$,1,5
1390,17. مطعم الحمراء البخاري,9.2,Middle Eastern,$,0,22
1391,18. Red Box,9.2,Restaurant,$$,1,25
1392,19. Shwkat,9.2,Sandwich Spot,$,0,27
1393,20. Tokyo,9.2,Japanese,$,0,19
1394,21. White Cafe,9.2,Café,$,0,8
1395,22. Al Hatab Bakery,9.2,Bakery,$,0,4
1396,23. TOASTABLE,9.2,Sandwich Spot,$,0,27
1397,24. Baōdo,9.2,Burgers,$,0,7
1398,25. MP Sandwich,9.2,Sandwich Spot,$,0,27
1399,26. SORS,9.1,Bakery,$$,1,4
1400,27. Two Things Bakery,9.1,Bakery,$,0,4
1401,28. Kuuru,9.1,Japanese,$,0,19
1402,1. Knoll Coffee Roasters,9.6,Café,$,0,8
1403,2. Plenty Sld’s,9.6,Salad,$,0,26
1404,3. شاهي ابو وليد,9.5,Café,$,0,8
1405,4. The Sift,9.5,Bakery,$,0,4
1406,5. Unsörso Cafè,9.4,Café,$,0,8
1407,6. Fabrica De Cafe,9.4,Café,$,0,8
1408,7. دوّار السّعادة,9.4,Breakfast,$,0,5
1409,8. McDonald's,9.4,Fast Food,$,0,12
1410,9. The60Pasta,9.4,Food Truck,$,0,14
1411,10. فوال الافراح,9.4,Breakfast,$,0,5
1412,11. Dopeamine,9.4,Bakery,$,0,4
1413,12. أسماك دلة,9.4,Seafood,$$$,2,28
1414,13. Lavash,9.3,Armenian,$,0,1
1415,14. Gimme Salad,9.3,Salad,$$,1,26
1416,15. The Cheesecake Factory,9.3,American,$,0,0
1417,16. بوفيه الموائد الفاخره,9.3,Breakfast,$$,1,5
1418,17. مطعم الحمراء البخاري,9.2,Middle Eastern,$,0,22
1419,18. Red Box,9.2,Restaurant,$$,1,25
1420,19. Shwkat,9.2,Sandwich Spot,$,0,27
1421,20. Tokyo,9.2,Japanese,$,0,19
1422,21. White Cafe,9.2,Café,$,0,8
1423,22. Al Hatab Bakery,9.2,Bakery,$,0,4
1424,23. TOASTABLE,9.2,Sandwich Spot,$,0,27
1425,24. Baōdo,9.2,Burgers,$,0,7
1426,25. MP Sandwich,9.2,Sandwich Spot,$,0,27
1427,26. SORS,9.1,Bakery,$$,1,4
1428,27. Two Things Bakery,9.1,Bakery,$,0,4
1429,28. Kuuru,9.1,Japanese,$,0,19
1430,1. Knoll Coffee Roasters,9.6,Café,$,0,8
1431,2. Plenty Sld’s,9.6,Salad,$,0,26
1432,3. شاهي ابو وليد,9.5,Café,$,0,8
1433,4. The Sift,9.5,Bakery,$,0,4
1434,5. Unsörso Cafè,9.4,Café,$,0,8
1435,6. Fabrica De Cafe,9.4,Café,$,0,8
1436,7. دوّار السّعادة,9.4,Breakfast,$,0,5
1437,8. McDonald's,9.4,Fast Food,$,0,12
1438,9. The60Pasta,9.4,Food Truck,$,0,14
1439,10. فوال الافراح,9.4,Breakfast,$,0,5
1440,11. Dopeamine,9.4,Bakery,$,0,4
1441,12. أسماك دلة,9.4,Seafood,$$$,2,28
1442,13. Lavash,9.3,Armenian,$,0,1
1443,14. Gimme Salad,9.3,Salad,$$,1,26
1444,15. The Cheesecake Factory,9.3,American,$,0,0
1445,16. بوفيه الموائد الفاخره,9.3,Breakfast,$$,1,5
1446,17. مطعم الحمراء البخاري,9.2,Middle Eastern,$,0,22
1447,18. Red Box,9.2,Restaurant,$$,1,25
1448,19. Shwkat,9.2,Sandwich Spot,$,0,27
1449,20. Tokyo,9.2,Japanese,$,0,19
1450,21. White Cafe,9.2,Café,$,0,8
1451,22. Al Hatab Bakery,9.2,Bakery,$,0,4
1452,23. TOASTABLE,9.2,Sandwich Spot,$,0,27
1453,24. Baōdo,9.2,Burgers,$,0,7
1454,25. MP Sandwich,9.2,Sandwich Spot,$,0,27
1455,26. SORS,9.1,Bakery,$$,1,4
1456,27. Two Things Bakery,9.1,Bakery,$,0,4
1457,28. Kuuru,9.1,Japanese,$,0,19
1458,1. Knoll Coffee Roasters,9.6,Café,$,0,8
1459,2. Plenty Sld’s,9.6,Salad,$,0,26
1460,3. شاهي ابو وليد,9.5,Café,$,0,8
1461,4. The Sift,9.5,Bakery,$,0,4
1462,5. Unsörso Cafè,9.4,Café,$,0,8
1463,6. Fabrica De Cafe,9.4,Café,$,0,8
1464,7. دوّار السّعادة,9.4,Breakfast,$,0,5
1465,8. McDonald's,9.4,Fast Food,$,0,12
1466,9. The60Pasta,9.4,Food Truck,$,0,14
1467,10. فوال الافراح,9.4,Breakfast,$,0,5
1468,11. Dopeamine,9.4,Bakery,$,0,4
1469,12. أسماك دلة,9.4,Seafood,$$$,2,28
1470,13. Lavash,9.3,Armenian,$,0,1
1471,14. Gimme Salad,9.3,Salad,$$,1,26
1472,15. The Cheesecake Factory,9.3,American,$,0,0
1473,16. بوفيه الموائد الفاخره,9.3,Breakfast,$$,1,5
1474,17. مطعم الحمراء البخاري,9.2,Middle Eastern,$,0,22
1475,18. Red Box,9.2,Restaurant,$$,1,25
1476,19. Shwkat,9.2,Sandwich Spot,$,0,27
1477,20. Tokyo,9.2,Japanese,$,0,19
1478,21. White Cafe,9.2,Café,$,0,8
1479,22. Al Hatab Bakery,9.2,Bakery,$,0,4
1480,23. TOASTABLE,9.2,Sandwich Spot,$,0,27
1481,24. Baōdo,9.2,Burgers,$,0,7
1482,25. MP Sandwich,9.2,Sandwich Spot,$,0,27
1483,26. SORS,9.1,Bakery,$$,1,4
1484,27. Two Things Bakery,9.1,Bakery,$,0,4
1485,28. Kuuru,9.1,Japanese,$,0,19
1486,1. Knoll Coffee Roasters,9.6,Café,$,0,8
1487,2. Plenty Sld’s,9.6,Salad,$,0,26
1488,3. شاهي ابو وليد,9.5,Café,$,0,8
1489,4. The Sift,9.5,Bakery,$,0,4
1490,5. Unsörso Cafè,9.4,Café,$,0,8
1491,6. Fabrica De Cafe,9.4,Café,$,0,8
1492,7. دوّار السّعادة,9.4,Breakfast,$,0,5
1493,8. McDonald's,9.4,Fast Food,$,0,12
1494,9. The60Pasta,9.4,Food Truck,$,0,14
1495,10. فوال الافراح,9.4,Breakfast,$,0,5
1496,11. Dopeamine,9.4,Bakery,$,0,4
1497,12. أسماك دلة,9.4,Seafood,$$$,2,28
1498,13. Lavash,9.3,Armenian,$,0,1
1499,14. Gimme Salad,9.3,Salad,$$,1,26
1500,15. The Cheesecake Factory,9.3,American,$,0,0
1501,16. بوفيه الموائد الفاخره,9.3,Breakfast,$$,1,5
1502,17. مطعم الحمراء البخاري,9.2,Middle Eastern,$,0,22
1503,18. Red Box,9.2,Restaurant,$$,1,25
1504,19. Shwkat,9.2,Sandwich Spot,$,0,27
1505,20. Tokyo,9.2,Japanese,$,0,19
1506,21. White Cafe,9.2,Café,$,0,8
1507,22. Al Hatab Bakery,9.2,Bakery,$,0,4
1508,23. TOASTABLE,9.2,Sandwich Spot,$,0,27
1509,24. Baōdo,9.2,Burgers,$,0,7
1510,25. MP Sandwich,9.2,Sandwich Spot,$,0,27
1511,26. SORS,9.1,Bakery,$$,1,4
1512,27. Two Things Bakery,9.1,Bakery,$,0,4
1513,28. Kuuru,9.1,Japanese,$,0,19
1514,1. Knoll Coffee Roasters,9.6,Café,$,0,8
1515,2. Plenty Sld’s,9.6,Salad,$,0,26
1516,3. شاهي ابو وليد,9.5,Café,$,0,8
1517,4. The Sift,9.5,Bakery,$,0,4
1518,5. Unsörso Cafè,9.4,Café,$,0,8
1519,6. Fabrica De Cafe,9.4,Café,$,0,8
1520,7. دوّار السّعادة,9.4,Breakfast,$,0,5
1521,8. McDonald's,9.4,Fast Food,$,0,12
1522,9. The60Pasta,9.4,Food Truck,$,0,14
1523,10. فوال الافراح,9.4,Breakfast,$,0,5
1524,11. Dopeamine,9.4,Bakery,$,0,4
1525,12. أسماك دلة,9.4,Seafood,$$$,2,28
1526,13. Lavash,9.3,Armenian,$,0,1
1527,14. Gimme Salad,9.3,Salad,$$,1,26
1528,15. The Cheesecake Factory,9.3,American,$,0,0
1529,16. بوفيه الموائد الفاخره,9.3,Breakfast,$$,1,5
1530,17. مطعم الحمراء البخاري,9.2,Middle Eastern,$,0,22
1531,18. Red Box,9.2,Restaurant,$$,1,25
1532,19. Shwkat,9.2,Sandwich Spot,$,0,27
1533,20. Tokyo,9.2,Japanese,$,0,19
1534,21. White Cafe,9.2,Café,$,0,8
1535,22. Al Hatab Bakery,9.2,Bakery,$,0,4
1536,23. TOASTABLE,9.2,Sandwich Spot,$,0,27
1537,24. Baōdo,9.2,Burgers,$,0,7
1538,25. MP Sandwich,9.2,Sandwich Spot,$,0,27
1539,26. SORS,9.1,Bakery,$$,1,4
1540,27. Two Things Bakery,9.1,Bakery,$,0,4
1541,28. Kuuru,9.1,Japanese,$,0,19
1542,1. Knoll Coffee Roasters,9.6,Café,$,0,8
1543,2. Plenty Sld’s,9.6,Salad,$,0,26
1544,3. شاهي ابو وليد,9.5,Café,$,0,8
1545,4. The Sift,9.5,Bakery,$,0,4
1546,5. Unsörso Cafè,9.4,Café,$,0,8
1547,6. Fabrica De Cafe,9.4,Café,$,0,8
1548,7. دوّار السّعادة,9.4,Breakfast,$,0,5
1549,8. McDonald's,9.4,Fast Food,$,0,12
1550,9. The60Pasta,9.4,Food Truck,$,0,14
1551,10. فوال الافراح,9.4,Breakfast,$,0,5
1552,11. Dopeamine,9.4,Bakery,$,0,4
1553,12. أسماك دلة,9.4,Seafood,$$$,2,28
1554,13. Lavash,9.3,Armenian,$,0,1
1555,14. Gimme Salad,9.3,Salad,$$,1,26
1556,15. The Cheesecake Factory,9.3,American,$,0,0
1557,16. بوفيه الموائد الفاخره,9.3,Breakfast,$$,1,5
1558,17. مطعم الحمراء البخاري,9.2,Middle Eastern,$,0,22
1559,18. Red Box,9.2,Restaurant,$$,1,25
1560,19. Shwkat,9.2,Sandwich Spot,$,0,27
1561,20. Tokyo,9.2,Japanese,$,0,19
1562,21. White Cafe,9.2,Café,$,0,8
1563,22. Al Hatab Bakery,9.2,Bakery,$,0,4
1564,23. TOASTABLE,9.2,Sandwich Spot,$,0,27
1565,24. Baōdo,9.2,Burgers,$,0,7
1566,25. MP Sandwich,9.2,Sandwich Spot,$,0,27
1567,26. SORS,9.1,Bakery,$$,1,4
1568,27. Two Things Bakery,9.1,Bakery,$,0,4
1569,28. Kuuru,9.1,Japanese,$,0,19
1570,1. OREGANO PIZZERIA,9.3,Pizza,$,0,23
1571,2. Mama Noura,9.3,Shawarma Restaurant,$$,1,29
1572,3. بيراديز للمأكولات الهنديه | Peradiz,9.2,Indian,$,0,17
1573,4. Al Hatab Bakery,9.1,Bakery,$$,1,4
1574,5. La Casa Pasta,9.1,Italian,$$,1,18
1575,6. HATABA,9.0,BBQ,$,0,3
1576,7. Dunkin' Donuts,9.0,Donuts,$,0,9
1577,8. اسطا عاصم Usta asim,9.0,Shawarma Restaurant,$,0,29
1578,9. McDonald’s,9.0,Fast Food,$,0,12
1579,10. Al Hatab Bakery,9.0,Bakery,$,0,4
1580,11. Dunkin' Donuts,9.0,Donuts,$,0,9
1581,1. OREGANO PIZZERIA,9.3,Pizza,$,0,23
1582,2. Mama Noura,9.3,Shawarma Restaurant,$$,1,29
1583,3. بيراديز للمأكولات الهنديه | Peradiz,9.2,Indian,$,0,17
1584,4. Al Hatab Bakery,9.1,Bakery,$$,1,4
1585,5. La Casa Pasta,9.1,Italian,$$,1,18
1586,6. HATABA,9.0,BBQ,$,0,3
1587,7. Dunkin' Donuts,9.0,Donuts,$,0,9
1588,8. اسطا عاصم Usta asim,9.0,Shawarma Restaurant,$,0,29
1589,9. McDonald’s,9.0,Fast Food,$,0,12
1590,10. Al Hatab Bakery,9.0,Bakery,$,0,4
1591,11. Dunkin' Donuts,9.0,Donuts,$,0,9
1592,1. OREGANO PIZZERIA,9.3,Pizza,$,0,23
1593,2. Mama Noura,9.3,Shawarma Restaurant,$$,1,29
1594,3. بيراديز للمأكولات الهنديه | Peradiz,9.2,Indian,$,0,17
1595,4. Al Hatab Bakery,9.1,Bakery,$$,1,4
1596,5. La Casa Pasta,9.1,Italian,$$,1,18
1597,6. HATABA,9.0,BBQ,$,0,3
1598,7. Dunkin' Donuts,9.0,Donuts,$,0,9
1599,8. اسطا عاصم Usta asim,9.0,Shawarma Restaurant,$,0,29
1600,9. McDonald’s,9.0,Fast Food,$,0,12
1601,10. Al Hatab Bakery,9.0,Bakery,$,0,4
1602,11. Dunkin' Donuts,9.0,Donuts,$,0,9
1603,1. OREGANO PIZZERIA,9.3,Pizza,$,0,23
1604,2. Mama Noura,9.3,Shawarma Restaurant,$$,1,29
1605,3. بيراديز للمأكولات الهنديه | Peradiz,9.2,Indian,$,0,17
1606,4. Al Hatab Bakery,9.1,Bakery,$$,1,4
1607,5. La Casa Pasta,9.1,Italian,$$,1,18
1608,6. HATABA,9.0,BBQ,$,0,3
1609,7. Dunkin' Donuts,9.0,Donuts,$,0,9
1610,8. اسطا عاصم Usta asim,9.0,Shawarma Restaurant,$,0,29
1611,9. McDonald’s,9.0,Fast Food,$,0,12
1612,10. Al Hatab Bakery,9.0,Bakery,$,0,4
1613,11. Dunkin' Donuts,9.0,Donuts,$,0,9
1614,1. OREGANO PIZZERIA,9.3,Pizza,$,0,23
1615,2. Mama Noura,9.3,Shawarma Restaurant,$$,1,29
1616,3. بيراديز للمأكولات الهنديه | Peradiz,9.2,Indian,$,0,17
1617,4. Al Hatab Bakery,9.1,Bakery,$$,1,4
1618,5. La Casa Pasta,9.1,Italian,$$,1,18
1619,6. HATABA,9.0,BBQ,$,0,3
1620,7. Dunkin' Donuts,9.0,Donuts,$,0,9
1621,8. اسطا عاصم Usta asim,9.0,Shawarma Restaurant,$,0,29
1622,9. McDonald’s,9.0,Fast Food,$,0,12
1623,10. Al Hatab Bakery,9.0,Bakery,$,0,4
1624,11. Dunkin' Donuts,9.0,Donuts,$,0,9
1625,1. OREGANO PIZZERIA,9.3,Pizza,$,0,23
1626,2. Mama Noura,9.3,Shawarma Restaurant,$$,1,29
1627,3. بيراديز للمأكولات الهنديه | Peradiz,9.2,Indian,$,0,17
1628,4. Al Hatab Bakery,9.1,Bakery,$$,1,4
1629,5. La Casa Pasta,9.1,Italian,$$,1,18
1630,6. HATABA,9.0,BBQ,$,0,3
1631,7. Dunkin' Donuts,9.0,Donuts,$,0,9
1632,8. اسطا عاصم Usta asim,9.0,Shawarma Restaurant,$,0,29
1633,9. McDonald’s,9.0,Fast Food,$,0,12
1634,10. Al Hatab Bakery,9.0,Bakery,$,0,4
1635,11. Dunkin' Donuts,9.0,Donuts,$,0,9
1636,1. OREGANO PIZZERIA,9.3,Pizza,$,0,23
1637,2. Mama Noura,9.3,Shawarma Restaurant,$$,1,29
1638,3. بيراديز للمأكولات الهنديه | Peradiz,9.2,Indian,$,0,17
1639,4. Al Hatab Bakery,9.1,Bakery,$$,1,4
1640,5. La Casa Pasta,9.1,Italian,$$,1,18
1641,6. HATABA,9.0,BBQ,$,0,3
1642,7. Dunkin' Donuts,9.0,Donuts,$,0,9
1643,8. اسطا عاصم Usta asim,9.0,Shawarma Restaurant,$,0,29
1644,9. McDonald’s,9.0,Fast Food,$,0,12
1645,10. Al Hatab Bakery,9.0,Bakery,$,0,4
1646,11. Dunkin' Donuts,9.0,Donuts,$,0,9
1647,1. OREGANO PIZZERIA,9.3,Pizza,$,0,23
1648,2. Mama Noura,9.3,Shawarma Restaurant,$$,1,29
1649,3. بيراديز للمأكولات الهنديه | Peradiz,9.2,Indian,$,0,17
1650,4. Al Hatab Bakery,9.1,Bakery,$$,1,4
1651,5. La Casa Pasta,9.1,Italian,$$,1,18
1652,6. HATABA,9.0,BBQ,$,0,3
1653,7. Dunkin' Donuts,9.0,Donuts,$,0,9
1654,8. اسطا عاصم Usta asim,9.0,Shawarma Restaurant,$,0,29
1655,9. McDonald’s,9.0,Fast Food,$,0,12
1656,10. Al Hatab Bakery,9.0,Bakery,$,0,4
1657,11. Dunkin' Donuts,9.0,Donuts,$,0,9
1658,1. OREGANO PIZZERIA,9.3,Pizza,$,0,23
1659,2. Mama Noura,9.3,Shawarma Restaurant,$$,1,29
1660,3. بيراديز للمأكولات الهنديه | Peradiz,9.2,Indian,$,0,17
1661,4. Al Hatab Bakery,9.1,Bakery,$$,1,4
1662,5. La Casa Pasta,9.1,Italian,$$,1,18
1663,6. HATABA,9.0,BBQ,$,0,3
1664,7. Dunkin' Donuts,9.0,Donuts,$,0,9
1665,8. اسطا عاصم Usta asim,9.0,Shawarma Restaurant,$,0,29
1666,9. McDonald’s,9.0,Fast Food,$,0,12
1667,10. Al Hatab Bakery,9.0,Bakery,$,0,4
1668,11. Dunkin' Donuts,9.0,Donuts,$,0,9
1669,1. OREGANO PIZZERIA,9.3,Pizza,$,0,23
1670,2. Mama Noura,9.3,Shawarma Restaurant,$$,1,29
1671,3. بيراديز للمأكولات الهنديه | Peradiz,9.2,Indian,$,0,17
1672,4. Al Hatab Bakery,9.1,Bakery,$$,1,4
1673,5. La Casa Pasta,9.1,Italian,$$,1,18
1674,6. HATABA,9.0,BBQ,$,0,3
1675,7. Dunkin' Donuts,9.0,Donuts,$,0,9
1676,8. اسطا عاصم Usta asim,9.0,Shawarma Restaurant,$,0,29
1677,9. McDonald’s,9.0,Fast Food,$,0,12
1678,10. Al Hatab Bakery,9.0,Bakery,$,0,4
1679,11. Dunkin' Donuts,9.0,Donuts,$,0,9
1680,1. The California Burger,9.4,Burgers,$,0,7
1681,2. LPM,9.3,French,$$$,2,15
1682,3. Myazū,9.3,Japanese,$$$$,3,19
1683,4. Boga Superfoods,9.2,Sandwich Spot,$,0,27
1684,5. Signor Sassi,9.2,Italian,$$,1,18
1685,6. BLANCA,9.2,Pizza,$,0,23
1686,7. Flour & Firewood,9.2,Bakery,$,0,4
1687,8. مقصف Muqsaf 90,9.2,Breakfast,$,0,5
1688,9. Fawal Alafrah,9.1,Breakfast,$,0,5
1689,10. FISHFACE,9.1,Poke Restaurant,$$,1,24
1690,11. LA RUSTICA Pizzeria,9.1,Pizza,$$,1,23
1691,12. San Carlo Cicchetti,9.1,Italian,$,0,18
1692,13. Urth Caffé,9.1,Café,$$,1,8
1693,14. BACO,9.1,Asian,$,0,2
1694,15. TRIESTE,9.1,Café,$$$$,3,8
1695,16. PORTERHOUSE,9.0,Steakhouse,$,0,31
1696,17. ‏Ajam Coffee,9.0,Café,$,0,8
1697,18. Urth caffé,9.0,Food Court,$$$,2,13
1698,19. WAGYU,9.0,Burgers,$$,1,7
1699,20. Fuchsia,9.0,Armenian,$,0,1
1700,21. Burj Al Hamam Bistro,9.0,Lebanese,$,0,20
1701,22. Burger Boutique,9.0,Burgers,$,0,7
1702,23. Aleppo,9.0,Middle Eastern,$,0,22
1703,1. The California Burger,9.4,Burgers,$,0,7
1704,2. LPM,9.3,French,$$$,2,15
1705,3. Myazū,9.3,Japanese,$$$$,3,19
1706,4. Boga Superfoods,9.2,Sandwich Spot,$,0,27
1707,5. Signor Sassi,9.2,Italian,$$,1,18
1708,6. BLANCA,9.2,Pizza,$,0,23
1709,7. Flour & Firewood,9.2,Bakery,$,0,4
1710,8. مقصف Muqsaf 90,9.2,Breakfast,$,0,5
1711,9. Fawal Alafrah,9.1,Breakfast,$,0,5
1712,10. FISHFACE,9.1,Poke Restaurant,$$,1,24
1713,11. LA RUSTICA Pizzeria,9.1,Pizza,$$,1,23
1714,12. San Carlo Cicchetti,9.1,Italian,$,0,18
1715,13. Urth Caffé,9.1,Café,$$,1,8
1716,14. BACO,9.1,Asian,$,0,2
1717,15. TRIESTE,9.1,Café,$$$$,3,8
1718,16. PORTERHOUSE,9.0,Steakhouse,$,0,31
1719,17. ‏Ajam Coffee,9.0,Café,$,0,8
1720,18. Urth caffé,9.0,Food Court,$$$,2,13
1721,19. WAGYU,9.0,Burgers,$$,1,7
1722,20. Fuchsia,9.0,Armenian,$,0,1
1723,21. Burj Al Hamam Bistro,9.0,Lebanese,$,0,20
1724,22. Burger Boutique,9.0,Burgers,$,0,7
1725,23. Aleppo,9.0,Middle Eastern,$,0,22
1726,1. The California Burger,9.4,Burgers,$,0,7
1727,2. LPM,9.3,French,$$$,2,15
1728,3. Myazū,9.3,Japanese,$$$$,3,19
1729,4. Boga Superfoods,9.2,Sandwich Spot,$,0,27
1730,5. Signor Sassi,9.2,Italian,$$,1,18
1731,6. BLANCA,9.2,Pizza,$,0,23
1732,7. Flour & Firewood,9.2,Bakery,$,0,4
1733,8. مقصف Muqsaf 90,9.2,Breakfast,$,0,5
1734,9. Fawal Alafrah,9.1,Breakfast,$,0,5
1735,10. FISHFACE,9.1,Poke Restaurant,$$,1,24
1736,11. LA RUSTICA Pizzeria,9.1,Pizza,$$,1,23
1737,12. San Carlo Cicchetti,9.1,Italian,$,0,18
1738,13. Urth Caffé,9.1,Café,$$,1,8
1739,14. BACO,9.1,Asian,$,0,2
1740,15. TRIESTE,9.1,Café,$$$$,3,8
1741,16. PORTERHOUSE,9.0,Steakhouse,$,0,31
1742,17. ‏Ajam Coffee,9.0,Café,$,0,8
1743,18. Urth caffé,9.0,Food Court,$$$,2,13
1744,19. WAGYU,9.0,Burgers,$$,1,7
1745,20. Fuchsia,9.0,Armenian,$,0,1
1746,21. Burj Al Hamam Bistro,9.0,Lebanese,$,0,20
1747,22. Burger Boutique,9.0,Burgers,$,0,7
1748,23. Aleppo,9.0,Middle Eastern,$,0,22
1749,1. The California Burger,9.4,Burgers,$,0,7
1750,2. LPM,9.3,French,$$$,2,15
1751,3. Myazū,9.3,Japanese,$$$$,3,19
1752,4. Boga Superfoods,9.2,Sandwich Spot,$,0,27
1753,5. Signor Sassi,9.2,Italian,$$,1,18
