,Name,Contact Information,Rating,Number of Ratings,Longitude,Latitude,Types
46,McDonald's,800 121 2345,3.7,2040,46.640038,24.598766,"['restaurant', 'food', 'point_of_interest', 'establishment']"
47,Subway,,3.8,341,46.65607869999999,24.608878,"['restaurant', 'food', 'point_of_interest', 'establishment']"
48,McDonald's,800 121 2345,3.9,3567,46.794646,24.713222,"['restaurant', 'food', 'point_of_interest', 'establishment']"
49,Herfy,9200 01111,3.5,746,46.675,24.6755556,"['restaurant', 'food', 'point_of_interest', 'establishment']"
50,KFC,9200 21111,3.8,1219,46.6889225,24.62540690000001,"['restaurant', 'food', 'point_of_interest', 'establishment']"
51,Fairmont Riyadh,011 826 2626,4.7,5098,46.7182893,24.8082207,"['restaurant', 'food', 'lodging', 'point_of_interest', 'establishment']"
52,Burger King - Exit 8 Dammam Rd,,3.7,1209,46.743149,24.800591,"['restaurant', 'food', 'point_of_interest', 'establishment']"
53,Al Romansiah Restaurant - Al Nasseem District,9200 00144,4.2,8149,46.81462699999999,24.7335149,"['restaurant', 'food', 'point_of_interest', 'establishment']"
54,Al Romansiah,9200 00144,4.2,9461,46.792399,24.695811,"['restaurant', 'food', 'point_of_interest', 'establishment']"
55,Herfy,9200 01111,3.6,872,46.750084,24.7795459,"['restaurant', 'food', 'point_of_interest', 'establishment']"
56,KFC,9200 21111,3.5,1825,46.76440969999999,24.7327532,"['restaurant', 'food', 'point_of_interest', 'establishment']"
57,Herfy,9200 01111,3.8,1081,46.7975115,24.7809607,"['restaurant', 'food', 'point_of_interest', 'establishment']"
58,Burger King - Rawdah,,3.7,1368,46.76226500000001,24.735643,"['restaurant', 'food', 'point_of_interest', 'establishment']"
59,KFC,9200 21111,3.4,1705,46.61225279999999,24.5724179,"['restaurant', 'food', 'point_of_interest', 'establishment']"
60,فندق ميرا,9200 08155,3.7,1336,46.69398469999999,24.7012777,"['restaurant', 'food', 'lodging', 'point_of_interest', 'establishment']"
61,مركز ماي كار لصيانة السيارات الاوروبية,,3.5,2756,46.5764369,24.85175139999999,"['restaurant', 'food', 'point_of_interest', 'establishment']"
62,Luthan Hotel and Spa,011 480 7799,4.0,423,46.6417087,24.7066487,"['spa', 'restaurant', 'food', 'lodging', 'point_of_interest', 'establishment']"
63,Dining Hall,011 467 5591,3.0,27,46.6196551,24.7209893,"['restaurant', 'food', 'point_of_interest', 'establishment']"
64,Sushi Yoshi,011 812 0055,4.0,1721,46.7061255,24.7048211,"['restaurant', 'food', 'point_of_interest', 'establishment']"
65,Najd Village,9200 33511,3.9,11309,46.70469529999999,24.7426043,"['restaurant', 'food', 'point_of_interest', 'establishment']"
66,Wooden Bakery,050 133 8321,4.3,10548,46.7226815,24.6941192,"['bakery', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
67,Najd Village,9200 33511,3.8,8466,46.66923329999999,24.6976883,"['restaurant', 'food', 'point_of_interest', 'establishment']"
68,KFC,9200 21111,3.7,2198,46.737091,24.59506409999999,"['restaurant', 'food', 'point_of_interest', 'establishment']"
69,McDonald's,800 121 2345,3.9,2735,46.69138399999999,24.570255,"['restaurant', 'food', 'point_of_interest', 'establishment']"
70,Domino's Pizza,9200 12345,3.8,589,46.6049938,24.692347,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
71,Mama Noura,9200 12026,4.3,23682,46.70188479999999,24.6916263,"['restaurant', 'food', 'point_of_interest', 'establishment']"
72,Burger King - Al Quds,,3.6,1705,46.740762,24.75733899999999,"['restaurant', 'food', 'point_of_interest', 'establishment']"
73,Derati Restaurant,011 202 0203,3.7,1331,46.58854249999999,24.6368753,"['restaurant', 'food', 'point_of_interest', 'establishment']"
74,Kudu - Al Rayyan,9200 06999,3.8,1802,46.7889345,24.7092575,"['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']"
75,Dominos,9200 12345,3.8,638,46.6240752,24.8105963,"['meal_takeaway', 'meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']"
76,Derati Restaurants & Kitchens,9200 08273,3.8,994,46.66901430000001,24.5881775,"['restaurant', 'food', 'point_of_interest', 'establishment']"
77,Hardee's,9200 01213,3.3,827,46.6436339,24.6008518,"['restaurant', 'food', 'point_of_interest', 'establishment']"
78,KFC,9200 21111,3.5,975,46.6441676,24.6004069,"['restaurant', 'food', 'point_of_interest', 'establishment']"
79,Kudu - Al Malaz,9200 06999,3.9,1942,46.72442909999999,24.6663876,"['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']"
80,Mama Noura,011 266 6623,4.1,11461,46.6653609,24.5717473,"['restaurant', 'food', 'point_of_interest', 'establishment']"
81,قصر الهند,011 278 2394,3.8,6165,46.75289959999999,24.75744370000001,"['restaurant', 'food', 'point_of_interest', 'establishment']"
82,Herfy,9200 01111,3.8,1374,46.6983362,24.6940569,"['restaurant', 'food', 'point_of_interest', 'establishment']"
83,Al Jalab Restaurant,011 450 7979,4.3,1540,46.6870006,24.7337823,"['restaurant', 'food', 'point_of_interest', 'establishment']"
84,Al Romansiah,9200 00144,4.1,8499,46.81412389999999,24.7587183,"['restaurant', 'food', 'point_of_interest', 'establishment']"
85,Herfy,9200 01111,3.7,380,46.6575254,24.7559561,"['restaurant', 'food', 'point_of_interest', 'establishment']"
86,Diet Center - دايت سنتر,9200 17373,4.1,74,46.784153,24.681048,"['grocery_or_supermarket', 'restaurant', 'food', 'store', 'health', 'point_of_interest', 'establishment']"
87,KFC,9200 21111,3.6,1452,46.7923858,24.6840264,"['restaurant', 'food', 'point_of_interest', 'establishment']"
88,Kudu - Al Seteen Palace,9200 06999,3.9,2398,46.7231741,24.6905735,"['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']"
89,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,011 455 9562,3.7,649,46.6625465,24.7579306,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']"
90,Al Nafoura Restaurant,011 267 0815,3.3,1007,46.6251475,24.5884052,"['restaurant', 'food', 'point_of_interest', 'establishment']"
91,Al Saudi Restaurant,9200 09515,3.9,4617,46.70311350000001,24.6957429,"['restaurant', 'food', 'point_of_interest', 'establishment']"
92,Burger King - Bin Turkey,,3.7,681,46.619087,24.746228,"['restaurant', 'food', 'point_of_interest', 'establishment']"
93,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,011 470 7591,3.9,719,46.65586740000001,24.7247857,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']"
94,KFC,9200 21111,3.6,1311,46.713719,24.6382089,"['restaurant', 'food', 'point_of_interest', 'establishment']"
95,TOKYO,9200 09662,4.3,7199,46.68670509999999,24.7181459,"['restaurant', 'food', 'point_of_interest', 'establishment']"
96,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,011 449 6563,3.9,790,46.63085969999999,24.5802744,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']"
97,Kudu - Al Wurud,9200 06999,4.0,1024,46.6758245,24.7322926,"['restaurant', 'meal_takeaway', 'meal_delivery', 'food', 'point_of_interest', 'establishment']"
98,Sheikh Al-Mandi Restaurant,011 464 4099,3.5,2020,46.70186499999999,24.693749,"['restaurant', 'food', 'point_of_interest', 'establishment']"
99,Subway,,3.7,452,46.7834343,24.7289012,"['restaurant', 'food', 'point_of_interest', 'establishment']"
100,Burger King - Exit 28,,3.8,1291,46.6212052,24.5681274,"['restaurant', 'food', 'point_of_interest', 'establishment']"
101,Herfy,9200 01111,3.8,896,46.6736126,24.7609124,"['restaurant', 'food', 'point_of_interest', 'establishment']"
102,برجر كاسل,011 281 8775,4.1,1057,46.6345087,24.714561,"['restaurant', 'food', 'point_of_interest', 'establishment']"
103,Al Romansiah,9200 00144,4.2,9579,46.7069578,24.5620929,"['restaurant', 'food', 'point_of_interest', 'establishment']"
104,وايت قاردن,011 462 7799,4.2,4531,46.6836945,24.6943084,"['restaurant', 'night_club', 'bar', 'food', 'point_of_interest', 'establishment']"
105,Al Tazaj,9200 00765,3.6,4796,46.6443952,24.6002206,"['restaurant', 'food', 'point_of_interest', 'establishment']"
106,McDonald's,800 121 2345,3.7,2040,46.640038,24.598766,"['restaurant', 'food', 'point_of_interest', 'establishment']"
107,McDonald's,800 121 2345,3.9,3567,46.794646,24.713222,"['restaurant', 'food', 'point_of_interest', 'establishment']"
108,Subway,,3.8,341,46.65607869999999,24.608878,"['restaurant', 'food', 'point_of_interest', 'establishment']"
109,Herfy,9200 01111,3.5,746,46.675,24.6755556,"['restaurant', 'food', 'point_of_interest', 'establishment']"
110,KFC,9200 21111,3.8,1219,46.6889225,24.62540690000001,"['restaurant', 'food', 'point_of_interest', 'establishment']"
111,Fairmont Riyadh,011 826 2626,4.7,5098,46.7182893,24.8082207,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']"
112,Burger King - Exit 8 Dammam Rd,,3.7,1209,46.743149,24.800591,"['restaurant', 'food', 'point_of_interest', 'establishment']"
113,Al Romansiah Restaurant - Al Nasseem District,9200 00144,4.2,8149,46.81462699999999,24.7335149,"['restaurant', 'food', 'point_of_interest', 'establishment']"
114,Herfy,9200 01111,3.6,872,46.750084,24.7795459,"['restaurant', 'food', 'point_of_interest', 'establishment']"
115,Al Romansiah,9200 00144,4.2,9461,46.792399,24.695811,"['restaurant', 'food', 'point_of_interest', 'establishment']"
116,Herfy,9200 01111,3.8,1081,46.7975115,24.7809607,"['restaurant', 'food', 'point_of_interest', 'establishment']"
117,KFC,9200 21111,3.5,1825,46.76440969999999,24.7327532,"['restaurant', 'food', 'point_of_interest', 'establishment']"
118,Burger King - Rawdah,,3.7,1368,46.76226500000001,24.735643,"['restaurant', 'food', 'point_of_interest', 'establishment']"
119,KFC,9200 21111,3.8,2246,46.6647609,24.7045778,"['restaurant', 'food', 'point_of_interest', 'establishment']"
120,فندق ميرا,9200 08155,3.7,1336,46.69398469999999,24.7012777,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']"
121,مركز ماي كار لصيانة السيارات الاوروبية,,3.5,2756,46.5764369,24.85175139999999,"['restaurant', 'food', 'point_of_interest', 'establishment']"
122,Luthan Hotel and Spa,011 480 7799,4.0,423,46.6417087,24.7066487,"['spa', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']"
123,Dining Hall,011 467 5591,3.0,27,46.6196551,24.7209893,"['restaurant', 'food', 'point_of_interest', 'establishment']"
124,Sushi Yoshi,011 812 0055,4.0,1721,46.7061255,24.7048211,"['restaurant', 'food', 'point_of_interest', 'establishment']"
125,Najd Village,9200 33511,3.9,11309,46.70469529999999,24.7426043,"['restaurant', 'food', 'point_of_interest', 'establishment']"
126,Wooden Bakery,050 133 8321,4.3,10548,46.7226815,24.6941192,"['bakery', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
127,Najd Village,9200 33511,3.8,8466,46.66923329999999,24.6976883,"['restaurant', 'food', 'point_of_interest', 'establishment']"
128,KFC,9200 21111,3.7,2198,46.737091,24.59506409999999,"['restaurant', 'food', 'point_of_interest', 'establishment']"
129,McDonald's,800 121 2345,3.9,2735,46.69138399999999,24.570255,"['restaurant', 'food', 'point_of_interest', 'establishment']"
130,Domino's Pizza,9200 12345,3.8,589,46.6049938,24.692347,"['meal_takeaway', 'meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']"
131,Mama Noura,9200 12026,4.3,23682,46.70188479999999,24.6916263,"['restaurant', 'food', 'point_of_interest', 'establishment']"
132,Burger King - Al Quds,,3.6,1705,46.740762,24.75733899999999,"['restaurant', 'food', 'point_of_interest', 'establishment']"
133,Derati Restaurant,011 202 0203,3.7,1331,46.58854249999999,24.6368753,"['restaurant', 'food', 'point_of_interest', 'establishment']"
134,Kudu - Al Rayyan,9200 06999,3.8,1802,46.7889345,24.7092575,"['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']"
135,Dominos,9200 12345,3.8,638,46.6240752,24.8105963,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
136,Derati Restaurants & Kitchens,9200 08273,3.8,994,46.66901430000001,24.5881775,"['restaurant', 'food', 'point_of_interest', 'establishment']"
137,Hardee's,9200 01213,3.3,827,46.6436339,24.6008518,"['restaurant', 'food', 'point_of_interest', 'establishment']"
138,KFC,9200 21111,3.5,975,46.6441676,24.6004069,"['restaurant', 'food', 'point_of_interest', 'establishment']"
139,Kudu - Al Malaz,9200 06999,3.9,1942,46.72442909999999,24.6663876,"['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']"
140,Mama Noura,011 266 6623,4.1,11461,46.6653609,24.5717473,"['restaurant', 'food', 'point_of_interest', 'establishment']"
141,قصر الهند,011 278 2394,3.8,6165,46.75289959999999,24.75744370000001,"['restaurant', 'food', 'point_of_interest', 'establishment']"
142,Herfy,9200 01111,3.8,1374,46.6983362,24.6940569,"['restaurant', 'food', 'point_of_interest', 'establishment']"
143,Al Jalab Restaurant,011 450 7979,4.3,1540,46.6870006,24.7337823,"['restaurant', 'food', 'point_of_interest', 'establishment']"
144,Al Romansiah,9200 00144,4.1,8499,46.81412389999999,24.7587183,"['restaurant', 'food', 'point_of_interest', 'establishment']"
145,Al Nafoura Restaurant,011 267 0815,3.3,1007,46.6251475,24.5884052,"['restaurant', 'food', 'point_of_interest', 'establishment']"
146,Diet Center - دايت سنتر,9200 17373,4.1,74,46.784153,24.681048,"['grocery_or_supermarket', 'health', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
147,KFC,9200 21111,3.6,1452,46.7923858,24.6840264,"['restaurant', 'food', 'point_of_interest', 'establishment']"
148,Herfy,9200 01111,3.7,380,46.6575254,24.7559561,"['restaurant', 'food', 'point_of_interest', 'establishment']"
149,Kudu - Al Seteen Palace,9200 06999,3.9,2398,46.7231741,24.6905735,"['restaurant', 'meal_takeaway', 'meal_delivery', 'food', 'point_of_interest', 'establishment']"
150,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,011 455 9562,3.7,649,46.6625465,24.7579306,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']"
151,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,011 449 6563,3.9,790,46.63085969999999,24.5802744,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']"
152,Al Saudi Restaurant,9200 09515,3.9,4617,46.70311350000001,24.6957429,"['restaurant', 'food', 'point_of_interest', 'establishment']"
153,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,011 470 7591,3.9,719,46.65586740000001,24.7247857,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']"
154,Burger King - Bin Turkey,,3.7,681,46.619087,24.746228,"['restaurant', 'food', 'point_of_interest', 'establishment']"
155,Burger King - Exit 28,,3.8,1291,46.6212052,24.5681274,"['restaurant', 'food', 'point_of_interest', 'establishment']"
156,KFC,9200 21111,3.6,1311,46.713719,24.6382089,"['restaurant', 'food', 'point_of_interest', 'establishment']"
157,TOKYO,9200 09662,4.3,7199,46.68670509999999,24.7181459,"['restaurant', 'food', 'point_of_interest', 'establishment']"
158,Sheikh Al-Mandi Restaurant,011 464 4099,3.5,2020,46.70186499999999,24.693749,"['restaurant', 'food', 'point_of_interest', 'establishment']"
159,Kudu - Al Wurud,9200 06999,4.0,1024,46.6758245,24.7322926,"['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']"
160,Al Romansiah,9200 00144,4.2,9579,46.7069578,24.5620929,"['restaurant', 'food', 'point_of_interest', 'establishment']"
161,Subway,,3.7,452,46.7834343,24.7289012,"['restaurant', 'food', 'point_of_interest', 'establishment']"
162,Herfy,9200 01111,3.8,896,46.6736126,24.7609124,"['restaurant', 'food', 'point_of_interest', 'establishment']"
163,برجر كاسل,011 281 8775,4.1,1057,46.6345087,24.714561,"['restaurant', 'food', 'point_of_interest', 'establishment']"
164,وايت قاردن,011 462 7799,4.2,4531,46.6836945,24.6943084,"['restaurant', 'night_club', 'bar', 'food', 'point_of_interest', 'establishment']"
165,Al Tazaj,9200 00765,3.6,4796,46.6443952,24.6002206,"['restaurant', 'food', 'point_of_interest', 'establishment']"
166,McDonald's,800 121 2345,3.7,2040,46.640038,24.598766,"['restaurant', 'food', 'point_of_interest', 'establishment']"
167,Subway,,3.8,341,46.65607869999999,24.608878,"['restaurant', 'food', 'point_of_interest', 'establishment']"
168,McDonald's,800 121 2345,3.9,3567,46.794646,24.713222,"['restaurant', 'food', 'point_of_interest', 'establishment']"
169,KFC,9200 21111,3.8,1219,46.6889225,24.62540690000001,"['restaurant', 'food', 'point_of_interest', 'establishment']"
170,Herfy,9200 01111,3.5,746,46.675,24.6755556,"['restaurant', 'food', 'point_of_interest', 'establishment']"
171,Fairmont Riyadh,011 826 2626,4.7,5098,46.7182893,24.8082207,"['restaurant', 'food', 'lodging', 'point_of_interest', 'establishment']"
172,Burger King - Exit 8 Dammam Rd,,3.7,1209,46.743149,24.800591,"['restaurant', 'food', 'point_of_interest', 'establishment']"
173,Al Romansiah Restaurant - Al Nasseem District,9200 00144,4.2,8149,46.81462699999999,24.7335149,"['restaurant', 'food', 'point_of_interest', 'establishment']"
174,Al Romansiah,9200 00144,4.2,9461,46.792399,24.695811,"['restaurant', 'food', 'point_of_interest', 'establishment']"
175,KFC,9200 21111,3.5,1825,46.76440969999999,24.7327532,"['restaurant', 'food', 'point_of_interest', 'establishment']"
176,Herfy,9200 01111,3.6,872,46.750084,24.7795459,"['restaurant', 'food', 'point_of_interest', 'establishment']"
177,Herfy,9200 01111,3.8,1081,46.7975115,24.7809607,"['restaurant', 'food', 'point_of_interest', 'establishment']"
178,KFC,9200 21111,3.4,1705,46.61225279999999,24.5724179,"['restaurant', 'food', 'point_of_interest', 'establishment']"
179,Burger King - Rawdah,,3.7,1368,46.76226500000001,24.735643,"['restaurant', 'food', 'point_of_interest', 'establishment']"
180,فندق ميرا,9200 08155,3.7,1336,46.69398469999999,24.7012777,"['restaurant', 'food', 'lodging', 'point_of_interest', 'establishment']"
181,مركز ماي كار لصيانة السيارات الاوروبية,,3.5,2756,46.5764369,24.85175139999999,"['restaurant', 'food', 'point_of_interest', 'establishment']"
182,Luthan Hotel and Spa,011 480 7799,4.0,423,46.6417087,24.7066487,"['spa', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']"
183,Dining Hall,011 467 5591,3.0,27,46.6196551,24.7209893,"['restaurant', 'food', 'point_of_interest', 'establishment']"
184,Sushi Yoshi,011 812 0055,4.0,1721,46.7061255,24.7048211,"['restaurant', 'food', 'point_of_interest', 'establishment']"
185,Najd Village,9200 33511,3.9,11309,46.70469529999999,24.7426043,"['restaurant', 'food', 'point_of_interest', 'establishment']"
186,Wooden Bakery,050 133 8321,4.3,10548,46.7226815,24.6941192,"['bakery', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
187,Najd Village,9200 33511,3.8,8466,46.66923329999999,24.6976883,"['restaurant', 'food', 'point_of_interest', 'establishment']"
188,KFC,9200 21111,3.7,2198,46.737091,24.59506409999999,"['restaurant', 'food', 'point_of_interest', 'establishment']"
189,McDonald's,800 121 2345,3.9,2735,46.69138399999999,24.570255,"['restaurant', 'food', 'point_of_interest', 'establishment']"
190,Domino's Pizza,9200 12345,3.8,589,46.6049938,24.692347,"['meal_takeaway', 'meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']"
191,Mama Noura,9200 12026,4.3,23682,46.70188479999999,24.6916263,"['restaurant', 'food', 'point_of_interest', 'establishment']"
192,Burger King - Al Quds,,3.6,1705,46.740762,24.75733899999999,"['restaurant', 'food', 'point_of_interest', 'establishment']"
193,Derati Restaurant,011 202 0203,3.7,1331,46.58854249999999,24.6368753,"['restaurant', 'food', 'point_of_interest', 'establishment']"
194,Kudu - Al Rayyan,9200 06999,3.8,1802,46.7889345,24.7092575,"['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']"
195,Dominos,9200 12345,3.8,638,46.6240752,24.8105963,"['meal_takeaway', 'meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']"
196,Derati Restaurants & Kitchens,9200 08273,3.8,994,46.66901430000001,24.5881775,"['restaurant', 'food', 'point_of_interest', 'establishment']"
197,Hardee's,9200 01213,3.3,827,46.6436339,24.6008518,"['restaurant', 'food', 'point_of_interest', 'establishment']"
198,KFC,9200 21111,3.5,975,46.6441676,24.6004069,"['restaurant', 'food', 'point_of_interest', 'establishment']"
199,Kudu - Al Malaz,9200 06999,3.9,1942,46.72442909999999,24.6663876,"['restaurant', 'meal_takeaway', 'meal_delivery', 'food', 'point_of_interest', 'establishment']"
200,Mama Noura,011 266 6623,4.1,11461,46.6653609,24.5717473,"['restaurant', 'food', 'point_of_interest', 'establishment']"
201,قصر الهند,011 278 2394,3.8,6165,46.75289959999999,24.75744370000001,"['restaurant', 'food', 'point_of_interest', 'establishment']"
202,Herfy,9200 01111,3.8,1374,46.6983362,24.6940569,"['restaurant', 'food', 'point_of_interest', 'establishment']"
